RNA-DMSO-1	RNA-DMSO-2	RNA-DMSO-3	RNA-TPG-1	RNA-TPG-2	RNA-TPG-3
IRF9|ENSG00000213928.10|chr14	0	0	0	0	0	0
REC8|ENSG00000100918.14|chr14	0	0	0	0	0	0
IPO4|ENSG00000196497.17|chr14	0	0	0	2	0	0
TM9SF1|ENSG00000100926.15|chr14	0	0	0	0	0	0
ENSG00000254692|ENSG00000254692.1|chr14	0	0	0	0	0	0
TSSK4|ENSG00000139908.15|chr14	0	0	0	0	0	0
CHMP4A|ENSG00000254505.11|chr14	0	0	0	0	0	0
MDP1|ENSG00000213920.9|chr14	2	0	0	0	0	0
NEDD8|ENSG00000129559.13|chr14	0	0	0	0	0	0
GMPR2|ENSG00000100938.19|chr14	0	0	0	0	0	0
TINF2|ENSG00000092330.19|chr14	0	0	0	4	0	0
TGM1|ENSG00000092295.12|chr14	0	0	0	0	0	0
RABGGTA|ENSG00000100949.15|chr14	0	0	0	0	0	0
DHRS1|ENSG00000157379.14|chr14	0	0	5	0	0	0
NOP9|ENSG00000196943.14|chr14	0	0	0	0	0	0
CIDEB|ENSG00000136305.12|chr14	0	0	0	0	0	0
LTB4R2|ENSG00000213906.10|chr14	0	0	0	0	0	0
LTB4R|ENSG00000213903.9|chr14	0	0	0	0	0	0
ADCY4|ENSG00000129467.14|chr14	0	0	0	0	0	0
RIPK3|ENSG00000129465.16|chr14	0	0	0	0	0	0
NFATC4|ENSG00000100968.14|chr14	0	0	7	0	0	0
NYNRIN|ENSG00000205978.6|chr14	3	26	2	9	18	13
CBLN3|ENSG00000139899.11|chr14	6	0	2	0	0	0
KHNYN|ENSG00000100441.10|chr14	190	177	157	231	157	212
SDR39U1|ENSG00000100445.18|chr14	331	226	254	374	500	286
CMA1|ENSG00000092009.10|chr14	0	0	0	0	0	0
CTSG|ENSG00000100448.4|chr14	0	0	0	0	0	0
GZMH|ENSG00000100450.13|chr14	0	0	0	0	0	0
GZMB|ENSG00000100453.14|chr14	0	0	0	0	4	0
STXBP6|ENSG00000168952.16|chr14	32	39	30	33	39	9
NOVA1|ENSG00000139910.20|chr14	10	12	12	26	2	1
FOXG1|ENSG00000176165.12|chr14	206	200	234	280	368	228
PRKD1|ENSG00000184304.17|chr14	70	60	29	20	89	52
G2E3|ENSG00000092140.16|chr14	295	255	252	168	214	259
SCFD1|ENSG00000092108.22|chr14	140	169	128	154	151	164
COCH|ENSG00000100473.18|chr14	395	359	325	448	463	376
STRN3|ENSG00000196792.12|chr14	471	300	449	395	379	426
AP4S1|ENSG00000100478.16|chr14	40	34	63	38	27	39
HECTD1|ENSG00000092148.14|chr14	217	209	228	213	186	191
HEATR5A|ENSG00000129493.15|chr14	39	37	29	53	34	35
DTD2|ENSG00000129480.13|chr14	145	138	124	134	147	112
GPR33|ENSG00000214943.5|chr14	0	0	0	0	0	0
NUBPL|ENSG00000151413.17|chr14	95	111	110	110	58	92
ARHGAP5|ENSG00000100852.14|chr14	513	489	418	508	567	460
NPAS3|ENSG00000151322.20|chr14	4	0	2	4	0	0
EGLN3|ENSG00000129521.15|chr14	151	82	90	68	78	99
SPTSSA|ENSG00000165389.7|chr14	388	373	431	405	425	351
EAPP|ENSG00000129518.10|chr14	301	224	191	245	234	219
SNX6|ENSG00000129515.20|chr14	103	91	89	84	116	97
CFL2|ENSG00000165410.15|chr14	465	322	341	462	436	414
BAZ1A|ENSG00000198604.11|chr14	332	178	246	224	249	225
SRP54|ENSG00000100883.13|chr14	215	133	133	183	201	150
FAM177A1|ENSG00000151327.14|chr14	131	45	98	104	78	100
PPP2R3C|ENSG00000092020.11|chr14	51	69	67	80	37	45
PRORP|ENSG00000100890.16|chr14	183	131	147	174	173	115
PSMA6|ENSG00000100902.11|chr14	220	154	159	197	233	216
NFKBIA|ENSG00000100906.12|chr14	731	569	643	790	908	890
INSM2|ENSG00000168348.4|chr14	4	0	12	11	0	4
BRMS1L|ENSG00000100916.14|chr14	84	49	85	126	101	128
MBIP|ENSG00000151332.20|chr14	198	143	200	153	223	158
NKX2-1|ENSG00000136352.20|chr14	113	109	72	128	96	91
NKX2-8|ENSG00000136327.7|chr14	15	23	19	13	12	6
PAX9|ENSG00000198807.13|chr14	31	64	42	68	43	62
SLC25A21|ENSG00000183032.12|chr14	38	8	43	21	24	48
MIPOL1|ENSG00000151338.21|chr14	26	26	36	29	24	34
FOXA1|ENSG00000129514.8|chr14	185	156	148	182	105	139
TTC6|ENSG00000139865.17|chr14	0	0	0	0	0	0
SSTR1|ENSG00000139874.6|chr14	0	0	0	0	0	0
CLEC14A|ENSG00000176435.7|chr14	0	0	0	0	0	0
SEC23A|ENSG00000100934.15|chr14	83	38	66	113	73	96
GEMIN2|ENSG00000092208.19|chr14	137	133	163	187	157	111
TRAPPC6B|ENSG00000182400.15|chr14	35	21	16	59	60	72
PNN|ENSG00000100941.9|chr14	677	603	625	643	577	587
MIA2|ENSG00000150527.18|chr14	42	35	47	45	43	49
FBXO33|ENSG00000165355.8|chr14	429	329	360	305	386	331
LRFN5|ENSG00000165379.14|chr14	0	0	0	0	0	0
FSCB|ENSG00000189139.6|chr14	0	0	0	0	0	0
C14orf28|ENSG00000179476.8|chr14	6	22	11	39	0	26
KLHL28|ENSG00000179454.14|chr14	154	104	169	146	132	139
TOGARAM1|ENSG00000198718.13|chr14	26	25	39	20	49	37
PRPF39|ENSG00000185246.18|chr14	195	147	309	258	264	155
FKBP3|ENSG00000100442.11|chr14	260	204	205	255	214	196
FANCM|ENSG00000187790.12|chr14	15	24	21	45	34	33
MIS18BP1|ENSG00000129534.14|chr14	36	73	75	58	47	39
RPL10L|ENSG00000165496.5|chr14	0	0	0	0	0	0
MDGA2|ENSG00000139915.21|chr14	0	0	0	0	0	0
RPS29|ENSG00000213741.11|chr14	1415	930	1178	1158	1122	1246
LRR1|ENSG00000165501.17|chr14	148	159	140	226	168	197
RPL36AL|ENSG00000165502.7|chr14	619	536	667	673	639	633
MGAT2|ENSG00000168282.6|chr14	219	132	145	183	175	188
DNAAF2|ENSG00000165506.15|chr14	113	70	69	113	75	144
POLE2|ENSG00000100479.14|chr14	25	7	15	33	37	24
KLHDC1|ENSG00000197776.8|chr14	0	0	0	2	0	0
KLHDC2|ENSG00000165516.11|chr14	107	105	96	158	109	170
NEMF|ENSG00000165525.18|chr14	73	61	68	63	43	97
ARF6|ENSG00000165527.8|chr14	519	417	381	466	455	399
VCPKMT|ENSG00000100483.14|chr14	60	35	49	49	82	35
SOS2|ENSG00000100485.12|chr14	37	17	21	20	8	28
L2HGDH|ENSG00000087299.12|chr14	99	102	74	100	78	102
DMAC2L|ENSG00000125375.18|chr14	139	59	71	124	99	94
CDKL1|ENSG00000100490.10|chr14	49	57	36	43	26	22
MAP4K5|ENSG00000012983.12|chr14	84	143	149	147	145	114
ATL1|ENSG00000198513.14|chr14	20	13	21	14	3	39
SAV1|ENSG00000151748.15|chr14	316	258	264	357	395	308
NIN|ENSG00000100503.26|chr14	135	116	68	93	123	82
PYGL|ENSG00000100504.17|chr14	42	27	31	8	7	4
ABHD12B|ENSG00000131969.15|chr14	0	0	0	0	0	0
TRIM9|ENSG00000100505.14|chr14	102	72	72	70	50	70
TMX1|ENSG00000139921.13|chr14	250	218	250	314	350	280
FRMD6|ENSG00000139926.16|chr14	189	115	127	266	247	257
GNG2|ENSG00000186469.9|chr14	8	0	3	1	0	1
RTRAF|ENSG00000087302.9|chr14	455	430	387	394	644	497
NID2|ENSG00000087303.19|chr14	7	2	42	18	0	24
PTGDR|ENSG00000168229.4|chr14	0	0	0	0	0	0
PTGER2|ENSG00000125384.7|chr14	10	7	18	52	48	20
TXNDC16|ENSG00000087301.9|chr14	46	25	24	47	39	43
GPR137C|ENSG00000180998.12|chr14	98	54	145	98	129	77
ERO1A|ENSG00000197930.13|chr14	162	147	147	176	131	203
PSMC6|ENSG00000100519.12|chr14	136	125	140	164	130	242
STYX|ENSG00000198252.12|chr14	145	97	125	193	175	161
GNPNAT1|ENSG00000100522.10|chr14	372	249	271	307	290	321
FERMT2|ENSG00000073712.15|chr14	182	211	214	183	177	189
DDHD1|ENSG00000100523.16|chr14	210	119	194	149	207	123
BMP4|ENSG00000125378.16|chr14	145	131	127	70	59	85
CDKN3|ENSG00000100526.21|chr14	91	113	99	69	54	59
CNIH1|ENSG00000100528.12|chr14	512	337	281	441	460	348
GMFB|ENSG00000197045.13|chr14	170	109	90	108	174	120
CGRRF1|ENSG00000100532.13|chr14	73	52	83	93	113	99
SAMD4A|ENSG00000020577.14|chr14	57	13	44	57	43	50
GCH1|ENSG00000131979.20|chr14	66	57	86	124	51	59
WDHD1|ENSG00000198554.12|chr14	55	26	28	49	62	57
SOCS4|ENSG00000180008.9|chr14	519	351	382	460	359	428
MAPK1IP1L|ENSG00000168175.15|chr14	999	1036	970	997	1149	935
LGALS3|ENSG00000131981.16|chr14	42	32	33	44	49	48
DLGAP5|ENSG00000126787.13|chr14	50	65	45	34	43	51
FBXO34|ENSG00000178974.11|chr14	19	20	58	77	91	43
ATG14|ENSG00000126775.9|chr14	114	89	87	58	41	65
TBPL2|ENSG00000182521.6|chr14	0	0	0	0	0	0
KTN1|ENSG00000126777.18|chr14	168	114	193	137	178	147
PELI2|ENSG00000139946.10|chr14	161	148	168	142	131	110
TMEM260|ENSG00000070269.14|chr14	42	48	47	36	81	29
OTX2|ENSG00000165588.19|chr14	0	0	0	0	0	0
EXOC5|ENSG00000070367.16|chr14	313	259	222	296	335	275
AP5M1|ENSG00000053770.12|chr14	152	94	203	146	157	85
NAA30|ENSG00000139977.14|chr14	286	307	305	328	293	277
CCDC198|ENSG00000100557.10|chr14	0	0	0	0	0	0
SLC35F4|ENSG00000151812.15|chr14	0	0	3	0	0	0
ARMH4|ENSG00000139971.15|chr14	8	2	7	2	4	3
ACTR10|ENSG00000131966.14|chr14	49	44	32	68	76	74
PSMA3|ENSG00000100567.13|chr14	451	381	338	434	395	444
ARID4A|ENSG00000032219.19|chr14	46	42	38	41	64	25
TOMM20L|ENSG00000196860.8|chr14	0	0	0	0	0	0
TIMM9|ENSG00000100575.14|chr14	276	166	155	255	338	237
KIAA0586|ENSG00000100578.18|chr14	36	19	51	50	27	59
DACT1|ENSG00000165617.15|chr14	19	13	27	41	47	45
DAAM1|ENSG00000100592.16|chr14	159	105	140	187	151	145
GPR135|ENSG00000181619.12|chr14	31	23	16	11	1	16
L3HYPDH|ENSG00000126790.12|chr14	47	35	35	83	18	51
JKAMP|ENSG00000050130.18|chr14	130	139	108	98	126	129
CCDC175|ENSG00000151838.12|chr14	0	0	0	0	0	0
RTN1|ENSG00000139970.18|chr14	23	26	19	4	14	3
LRRC9|ENSG00000131951.11|chr14	0	1	0	0	0	0
PCNX4|ENSG00000126773.13|chr14	175	148	191	175	151	183
DHRS7|ENSG00000100612.14|chr14	94	61	90	80	116	43
PPM1A|ENSG00000100614.18|chr14	199	172	110	144	132	175
C14orf39|ENSG00000179008.9|chr14	0	8	0	0	0	0
SIX6|ENSG00000184302.7|chr14	2	9	4	0	0	1
SIX1|ENSG00000126778.12|chr14	1270	914	1123	1197	1029	938
SIX4|ENSG00000100625.9|chr14	221	160	179	192	137	173
MNAT1|ENSG00000020426.11|chr14	75	68	88	105	111	101
TRMT5|ENSG00000126814.7|chr14	676	423	728	695	874	594
SLC38A6|ENSG00000139974.17|chr14	19	33	30	19	27	29
PRKCH|ENSG00000027075.17|chr14	74	77	38	59	36	89
TMEM30B|ENSG00000182107.7|chr14	0	0	0	0	0	0
ENSG00000258989|ENSG00000258989.1|chr14	0	0	0	0	0	0
HIF1A|ENSG00000100644.17|chr14	651	556	740	537	539	629
SNAPC1|ENSG00000023608.5|chr14	252	163	194	177	314	225
SYT16|ENSG00000139973.18|chr14	8	0	2	9	0	1
KCNH5|ENSG00000140015.20|chr14	0	0	0	0	0	0
RHOJ|ENSG00000126785.13|chr14	0	0	0	0	0	0
GPHB5|ENSG00000179600.4|chr14	0	0	0	0	0	0
PPP2R5E|ENSG00000154001.14|chr14	806	730	755	673	750	701
WDR89|ENSG00000140006.12|chr14	291	263	250	371	323	299
SGPP1|ENSG00000126821.8|chr14	0	2	0	0	0	0
SYNE2|ENSG00000054654.20|chr14	17	5	8	4	0	8
ESR2|ENSG00000140009.19|chr14	0	0	0	0	0	0
ZBTB25|ENSG00000089775.12|chr14	114	89	103	114	156	123
AKAP5|ENSG00000179841.8|chr14	58	93	48	85	126	67
ZBTB1|ENSG00000126804.14|chr14	122	49	95	142	134	168
HSPA2|ENSG00000126803.10|chr14	25	33	13	2	18	11
PPP1R36|ENSG00000165807.8|chr14	0	0	0	0	0	2
PLEKHG3|ENSG00000126822.18|chr14	138	115	148	107	77	108
SPTB|ENSG00000070182.21|chr14	0	0	0	0	0	0
CHURC1|ENSG00000258289.10|chr14	362	280	319	276	280	272
CHURC1-FNTB|ENSG00000125954.13|chr14	2	0	0	0	0	1
GPX2|ENSG00000176153.13|chr14	0	0	0	0	0	0
RAB15|ENSG00000139998.16|chr14	42	16	23	19	9	17
FNTB|ENSG00000257365.8|chr14	77	52	35	86	163	117
MAX|ENSG00000125952.20|chr14	271	178	263	347	294	298
FUT8|ENSG00000033170.17|chr14	36	40	41	30	52	27
CCDC196|ENSG00000196553.15|chr14	0	0	0	0	0	0
GPHN|ENSG00000171723.16|chr14	109	78	87	133	70	91
GARIN2|ENSG00000172717.17|chr14	0	0	0	0	0	0
PALS1|ENSG00000072415.10|chr14	179	206	168	185	132	185
ATP6V1D|ENSG00000100554.12|chr14	213	162	167	150	151	164
EIF2S1|ENSG00000134001.15|chr14	868	689	614	804	771	725
PLEK2|ENSG00000100558.9|chr14	0	0	0	0	0	0
TMEM229B|ENSG00000198133.9|chr14	0	4	3	0	1	0
PLEKHH1|ENSG00000054690.14|chr14	26	11	14	3	5	16
PIGH|ENSG00000100564.9|chr14	90	31	48	69	44	40
ARG2|ENSG00000081181.8|chr14	48	39	49	45	75	76
VTI1B|ENSG00000100568.11|chr14	101	91	74	70	35	101
RDH11|ENSG00000072042.13|chr14	578	380	445	507	302	509
RDH12|ENSG00000139988.10|chr14	8	0	0	0	0	0
ZFYVE26|ENSG00000072121.17|chr14	29	33	33	43	37	34
RAD51B|ENSG00000182185.19|chr14	3	0	0	0	0	2
ZFP36L1|ENSG00000185650.10|chr14	968	725	721	1260	1193	1133
ACTN1|ENSG00000072110.16|chr14	286	162	217	305	293	267
DCAF5|ENSG00000139990.18|chr14	228	180	210	294	273	214
EXD2|ENSG00000081177.19|chr14	45	47	53	45	49	36
GALNT16|ENSG00000100626.17|chr14	31	30	9	27	15	12
ERH|ENSG00000100632.11|chr14	698	561	490	494	756	504
SLC39A9|ENSG00000029364.12|chr14	223	127	182	179	209	209
PLEKHD1|ENSG00000175985.10|chr14	0	0	0	0	0	0
CCDC177|ENSG00000267909.3|chr14	0	1	9	0	7	2
SUSD6|ENSG00000100647.8|chr14	80	53	58	107	72	48
SRSF5|ENSG00000100650.16|chr14	394	401	410	720	575	539
SLC10A1|ENSG00000100652.5|chr14	0	0	0	0	0	0
SMOC1|ENSG00000198732.11|chr14	79	67	77	78	73	89
SLC8A3|ENSG00000100678.19|chr14	0	0	0	0	0	0
COX16|ENSG00000133983.16|chr14	226	105	127	175	209	120
SYNJ2BP-COX16|ENSG00000258644.6|chr14	201	98	103	169	209	113
SYNJ2BP|ENSG00000213463.5|chr14	292	242	304	339	283	199
ADAM21|ENSG00000139985.8|chr14	1	3	0	0	0	0
ADAM20|ENSG00000134007.5|chr14	0	0	0	0	0	0
MED6|ENSG00000133997.12|chr14	163	135	115	152	154	149
TTC9|ENSG00000133985.3|chr14	20	27	42	48	16	66
MAP3K9|ENSG00000006432.16|chr14	31	40	43	43	41	44
PCNX1|ENSG00000100731.16|chr14	74	59	106	77	66	104
SIPA1L1|ENSG00000197555.10|chr14	159	157	117	128	193	121
RGS6|ENSG00000182732.18|chr14	0	0	0	0	0	0
DPF3|ENSG00000205683.12|chr14	1	0	12	0	0	0
DCAF4|ENSG00000119599.17|chr14	68	62	70	72	65	49
ZFYVE1|ENSG00000165861.14|chr14	58	45	39	57	73	55
RBM25|ENSG00000119707.14|chr14	493	465	550	459	532	470
PSEN1|ENSG00000080815.20|chr14	114	96	77	91	31	98
PAPLN|ENSG00000100767.17|chr14	11	21	10	5	25	10
NUMB|ENSG00000133961.21|chr14	134	64	122	57	190	114
HEATR4|ENSG00000187105.9|chr14	0	0	0	3	0	0
RIOX1|ENSG00000170468.8|chr14	235	212	158	211	224	215
ACOT1|ENSG00000184227.8|chr14	0	0	0	0	0	0
ACOT2|ENSG00000119673.16|chr14	313	196	165	275	250	272
ACOT4|ENSG00000177465.5|chr14	0	0	0	0	0	0
ACOT6|ENSG00000205669.4|chr14	0	0	0	0	0	0
DNAL1|ENSG00000119661.15|chr14	61	114	65	140	138	82
PNMA1|ENSG00000176903.5|chr14	781	537	600	649	805	645
MIDEAS|ENSG00000156030.14|chr14	95	84	90	113	117	101
PTGR2|ENSG00000140043.12|chr14	15	10	21	17	25	11
ZNF410|ENSG00000119725.21|chr14	223	145	138	177	234	180
FAM161B|ENSG00000156050.10|chr14	15	13	4	21	21	3
COQ6|ENSG00000119723.17|chr14	95	36	47	90	53	57
ENTPD5|ENSG00000187097.13|chr14	42	15	38	44	28	26
BBOF1|ENSG00000119636.16|chr14	4	2	13	17	15	12
ALDH6A1|ENSG00000119711.13|chr14	131	100	88	101	109	109
LIN52|ENSG00000205659.12|chr14	104	98	82	117	112	75
VSX2|ENSG00000119614.3|chr14	0	0	0	0	0	0
ABCD4|ENSG00000119688.21|chr14	68	73	90	130	54	73
VRTN|ENSG00000133980.5|chr14	0	0	0	0	0	0
SYNDIG1L|ENSG00000183379.9|chr14	0	0	0	0	0	0
NPC2|ENSG00000119655.11|chr14	108	52	65	84	75	44
ISCA2|ENSG00000165898.14|chr14	187	127	94	137	141	126
LTBP2|ENSG00000119681.12|chr14	0	0	3	2	0	2
AREL1|ENSG00000119682.18|chr14	44	48	44	53	66	51
FCF1|ENSG00000119616.11|chr14	180	106	177	210	221	175
PROX2|ENSG00000119608.15|chr14	0	0	0	0	0	0
DLST|ENSG00000119689.15|chr14	27	32	9	21	36	30
RPS6KL1|ENSG00000198208.12|chr14	17	15	5	17	20	18
PGF|ENSG00000119630.14|chr14	23	23	38	17	32	25
EIF2B2|ENSG00000119718.11|chr14	183	156	191	218	267	214
MLH3|ENSG00000119684.16|chr14	57	21	28	56	49	41
ACYP1|ENSG00000119640.9|chr14	90	34	90	60	47	92
ZC2HC1C|ENSG00000119703.15|chr14	5	18	8	10	14	6
NEK9|ENSG00000119638.14|chr14	124	44	53	44	70	37
TMED10|ENSG00000170348.9|chr14	235	205	153	365	345	282
FOS|ENSG00000170345.10|chr14	52	24	20	57	65	73
JDP2|ENSG00000140044.13|chr14	18	10	5	60	20	17
BATF|ENSG00000156127.8|chr14	0	0	0	0	0	0
FLVCR2|ENSG00000119686.10|chr14	0	0	0	6	0	0
TTLL5|ENSG00000119685.20|chr14	24	21	39	29	33	19
ERG28|ENSG00000133935.7|chr14	65	72	57	51	68	47
IFT43|ENSG00000119650.13|chr14	72	83	14	94	42	38
TGFB3|ENSG00000119699.8|chr14	0	7	3	11	3	21
GPATCH2L|ENSG00000089916.18|chr14	114	95	79	105	66	58
ESRRB|ENSG00000119715.15|chr14	1	0	12	0	0	1
VASH1|ENSG00000071246.11|chr14	39	30	22	34	15	19
ANGEL1|ENSG00000013523.11|chr14	64	55	74	65	61	45
LRRC74A|ENSG00000100565.16|chr14	0	0	0	0	0	0
IRF2BPL|ENSG00000119669.5|chr14	347	175	275	400	475	385
CIPC|ENSG00000198894.8|chr14	91	45	48	83	52	81
TMEM63C|ENSG00000165548.11|chr14	3	0	8	6	5	9
ZDHHC22|ENSG00000177108.5|chr14	32	29	20	28	8	10
NGB|ENSG00000165553.5|chr14	0	0	0	0	0	0
POMT2|ENSG00000009830.13|chr14	94	121	80	77	96	81
GSTZ1|ENSG00000100577.19|chr14	39	13	57	24	22	30
TMED8|ENSG00000100580.8|chr14	199	178	191	170	125	189
SAMD15|ENSG00000100583.5|chr14	6	15	0	0	0	10
NOXRED1|ENSG00000165555.10|chr14	0	0	0	4	0	0
VIPAS39|ENSG00000151445.16|chr14	24	16	7	27	19	44
AHSA1|ENSG00000100591.8|chr14	323	313	226	226	273	243
ISM2|ENSG00000100593.18|chr14	9	3	0	7	0	5
SPTLC2|ENSG00000100596.8|chr14	245	179	228	248	218	180
ALKBH1|ENSG00000100601.10|chr14	44	61	72	84	115	83
SLIRP|ENSG00000119705.10|chr14	522	416	388	405	535	325
SNW1|ENSG00000100603.14|chr14	367	281	317	330	263	178
ADCK1|ENSG00000063761.16|chr14	30	22	14	39	37	24
NRXN3|ENSG00000021645.20|chr14	212	109	163	117	120	160
DIO2|ENSG00000211448.14|chr14	0	0	0	0	0	0
CEP128|ENSG00000100629.17|chr14	3	12	3	12	13	6
TSHR|ENSG00000165409.18|chr14	0	0	0	0	0	0
GTF2A1|ENSG00000165417.12|chr14	307	320	358	233	282	311
STON2|ENSG00000140022.14|chr14	117	65	108	94	67	89
SEL1L|ENSG00000071537.14|chr14	136	152	123	408	451	418
FLRT2|ENSG00000185070.12|chr14	0	0	0	3	0	0
GALC|ENSG00000054983.17|chr14	14	6	31	29	18	9
GPR65|ENSG00000140030.6|chr14	0	0	0	0	0	0
KCNK10|ENSG00000100433.16|chr14	0	2	0	3	0	0
SPATA7|ENSG00000042317.17|chr14	32	34	22	35	63	22
PTPN21|ENSG00000070778.13|chr14	62	17	29	38	55	29
ZC3H14|ENSG00000100722.20|chr14	378	255	305	317	278	319
EML5|ENSG00000165521.16|chr14	31	4	16	25	24	8
TTC8|ENSG00000165533.19|chr14	63	34	70	97	63	48
FOXN3|ENSG00000053254.16|chr14	538	596	492	605	640	642
EFCAB11|ENSG00000140025.16|chr14	27	5	38	33	19	21
TDP1|ENSG00000042088.14|chr14	151	107	191	162	104	124
KCNK13|ENSG00000152315.5|chr14	3	6	7	4	0	5
PSMC1|ENSG00000100764.14|chr14	3	0	11	3	18	0
NRDE2|ENSG00000119720.18|chr14	246	187	267	214	224	198
CALM1|ENSG00000198668.14|chr14	1938	1435	1581	1620	1567	1549
TTC7B|ENSG00000165914.15|chr14	32	35	15	29	67	37
RPS6KA5|ENSG00000100784.12|chr14	286	215	284	338	306	270
DGLUCY|ENSG00000133943.21|chr14	43	32	14	45	19	11
GPR68|ENSG00000119714.11|chr14	0	0	0	0	2	0
CCDC88C|ENSG00000015133.20|chr14	45	7	25	20	9	31
PPP4R3A|ENSG00000100796.18|chr14	346	205	286	377	328	348
CATSPERB|ENSG00000133962.8|chr14	0	0	0	0	0	0
TC2N|ENSG00000165929.13|chr14	0	0	0	0	0	0
FBLN5|ENSG00000140092.15|chr14	19	16	25	16	1	6
TRIP11|ENSG00000100815.12|chr14	105	75	97	130	63	73
ATXN3|ENSG00000066427.25|chr14	174	170	151	153	153	145
NDUFB1|ENSG00000183648.11|chr14	232	181	188	179	279	199
CPSF2|ENSG00000165934.13|chr14	363	294	283	332	303	254
SLC24A4|ENSG00000140090.18|chr14	18	11	12	11	6	1
RIN3|ENSG00000100599.16|chr14	7	6	7	22	25	10
LGMN|ENSG00000100600.15|chr14	126	111	110	125	200	127
GOLGA5|ENSG00000066455.13|chr14	49	39	67	47	98	48
CHGA|ENSG00000100604.13|chr14	0	0	0	0	0	0
ITPK1|ENSG00000100605.17|chr14	0	0	0	0	0	0
MOAP1|ENSG00000165943.5|chr14	0	0	0	0	0	0
TMEM251|ENSG00000153485.6|chr14	0	0	0	0	0	0
GON7|ENSG00000170270.5|chr14	0	0	0	0	0	0
UBR7|ENSG00000012963.15|chr14	0	0	0	0	0	0
BTBD7|ENSG00000011114.15|chr14	0	0	0	0	0	0
UNC79|ENSG00000133958.14|chr14	0	0	0	0	0	0
COX8C|ENSG00000187581.3|chr14	0	0	0	0	0	0
PRIMA1|ENSG00000175785.13|chr14	0	0	0	0	0	0
FAM181A|ENSG00000140067.7|chr14	0	0	0	0	0	0
ASB2|ENSG00000100628.12|chr14	0	0	0	0	0	0
CCDC197|ENSG00000175699.15|chr14	0	0	0	0	0	0
OTUB2|ENSG00000089723.10|chr14	0	0	0	0	0	0
DDX24|ENSG00000089737.18|chr14	0	0	0	0	0	0
IFI27L1|ENSG00000165948.11|chr14	0	0	0	0	0	0
IFI27|ENSG00000165949.13|chr14	0	0	0	0	0	0
IFI27L2|ENSG00000119632.4|chr14	0	0	0	0	0	0
PPP4R4|ENSG00000119698.12|chr14	0	0	0	0	0	0
SERPINA10|ENSG00000140093.10|chr14	0	0	0	0	0	0
SERPINA6|ENSG00000170099.6|chr14	0	0	0	0	0	0
SERPINA1|ENSG00000197249.14|chr14	0	0	0	0	0	0
SERPINA11|ENSG00000186910.4|chr14	0	0	0	0	0	0
SERPINA9|ENSG00000170054.16|chr14	0	0	0	0	0	0
SERPINA12|ENSG00000165953.10|chr14	0	0	0	0	0	0
SERPINA4|ENSG00000100665.12|chr14	0	0	0	0	0	0
SERPINA5|ENSG00000188488.14|chr14	0	0	0	0	0	0
SERPINA3|ENSG00000196136.18|chr14	0	0	0	0	0	0
GSC|ENSG00000133937.5|chr14	31	22	8	21	10	33
DICER1|ENSG00000100697.17|chr14	872	690	736	766	733	664
CLMN|ENSG00000165959.12|chr14	40	27	12	17	35	17
SYNE3|ENSG00000176438.13|chr14	1	2	16	7	2	11
GLRX5|ENSG00000182512.5|chr14	584	466	419	436	467	411
TUNAR|ENSG00000250366.4|chr14	0	1	11	0	5	3
C14orf132|ENSG00000227051.7|chr14	101	58	67	110	60	64
BDKRB2|ENSG00000168398.7|chr14	0	4	0	2	0	1
ENSG00000258691|ENSG00000258691.1|chr14	0	0	0	0	0	0
BDKRB1|ENSG00000100739.11|chr14	0	0	0	0	0	0
ATG2B|ENSG00000066739.12|chr14	60	88	65	88	118	107
GSKIP|ENSG00000100744.15|chr14	186	140	162	118	224	162
AK7|ENSG00000140057.9|chr14	0	0	0	0	0	0
PAPOLA|ENSG00000090060.19|chr14	484	386	366	295	351	168
VRK1|ENSG00000100749.9|chr14	207	162	201	192	181	229
BCL11B|ENSG00000127152.18|chr14	311	259	233	217	238	225
SETD3|ENSG00000183576.13|chr14	252	274	266	348	345	303
CCNK|ENSG00000090061.17|chr14	251	233	241	285	163	193
CCDC85C|ENSG00000205476.9|chr14	182	129	159	75	64	97
HHIPL1|ENSG00000182218.10|chr14	0	0	0	0	0	0
CYP46A1|ENSG00000036530.9|chr14	0	0	0	0	0	0
EML1|ENSG00000066629.19|chr14	64	43	64	38	57	33
EVL|ENSG00000196405.13|chr14	53	57	81	100	111	95
DEGS2|ENSG00000168350.8|chr14	11	1	0	1	0	10
YY1|ENSG00000100811.14|chr14	2818	2225	2582	3052	2417	2320
SLC25A29|ENSG00000197119.13|chr14	41	53	33	75	68	34
SLC25A47|ENSG00000140107.12|chr14	0	0	0	0	0	0
WARS1|ENSG00000140105.18|chr14	244	152	144	368	472	319
WDR25|ENSG00000176473.14|chr14	36	29	27	61	67	72
BEGAIN|ENSG00000183092.18|chr14	16	15	5	17	0	9
DLK1|ENSG00000185559.16|chr14	0	0	0	0	0	0
RTL1|ENSG00000254656.3|chr14	0	0	0	0	0	0
DIO3|ENSG00000197406.8|chr14	0	0	10	6	0	0
PPP2R5C|ENSG00000078304.20|chr14	129	138	126	131	92	109
DYNC1H1|ENSG00000197102.14|chr14	236	207	200	262	313	239
HSP90AA1|ENSG00000080824.19|chr14	1459	1214	1460	932	942	766
WDR20|ENSG00000140153.18|chr14	77	120	81	100	94	106
MOK|ENSG00000080823.23|chr14	79	68	56	143	88	113
