rownames(nonTcReadCount)	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	TPG.L10a.1	TPG.L10a.2	TPG.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
NKX3-1|ENSG00000167034.10|chr8	199	178	175	139	254	167	0.817914087917641	0.922559328008694	12013	0.129494820578891	0.56246175981706	34.8773743694588	0.230228665893676
NKX2-6|ENSG00000180053.8|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
STC1|ENSG00000159167.12|chr8	0	0	0	0	7	0	0.00525473413975083	1	1350	5.93516013344015	2.12654411204213	5.47942554648401	2.79098848682739
ADAM28|ENSG00000042980.14|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ADAMDEC1|ENSG00000134028.14|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ADAM7|ENSG00000069206.15|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
NEFM|ENSG00000104722.14|chr8	0	0	0	0	0	0	0.458514171224524	1	8302	2.94356999958678	3.97084458793449	0.693521574571775	0.741295695261127
NEFL|ENSG00000277586.4|chr8	246	181	233	110	238	178	0.663461482154578	0.8394075062579	10466	-0.122463062273672	0.281434303040481	271.984973341779	-0.435139074912476
DOCK5|ENSG00000147459.18|chr8	47	24	34	0	39	34	0.400590579232111	0.658600245860076	7656	0.580713110033472	0.690858840723694	23.8610431586455	0.840566952034889
GNRH1|ENSG00000147437.10|chr8	0	0	0	0	0	4	0.0236674881584069	1	2167	-4.46054339304392	1.97152443715974	4.07676810731344	-2.26248445566821
KCTD9|ENSG00000104756.16|chr8	142	54	153	59	84	112	0.978588028990055	0.993239624092613	13499	-0.00722650617351197	0.269252444802123	183.322649780189	-0.0268391478444061
CDCA2|ENSG00000184661.14|chr8	108	77	87	69	68	87	0.438077916227078	0.690792804839196	8051	0.513836489363375	0.662636027066319	29.785620122159	0.775443031128683
EBF2|ENSG00000221818.9|chr8	123	72	73	21	90	61	0.010998393873853	0.0709738011494193	1684	1.56661298835892	0.616109756547703	34.1026924835786	2.54274984563992
PPP2R2A|ENSG00000221914.11|chr8	814	692	869	578	856	702	0.000353330890006189	0.0062398235175093	604	0.601573756553736	0.168381107784125	845.161296611038	3.5726915238317
BNIP3L|ENSG00000104765.16|chr8	216	201	155	120	187	146	0.137705504084938	0.361438573515979	4446	-0.261262247960293	0.176006480686453	600.871049228058	-1.4843899323555
PNMA2|ENSG00000240694.9|chr8	170	156	184	155	178	124	0.0572885370696328	0.209032141456553	3093	0.511933043439068	0.269282134055347	246.979599027149	1.90110289059819
DPYSL2|ENSG00000092964.18|chr8	102	83	68	100	53	72	0.539040172551677	0.765146535201909	9164	0.133792028497377	0.217808292167188	348.989970285445	0.614265082225057
ADRA1A|ENSG00000120907.18|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
STMN4|ENSG00000015592.17|chr8	0	0	0	0	0	0	0.819760673018696	1	12084.5	-0.929747190088228	4.0804728567969	0.145228390987848	-0.227852805965744
TRIM35|ENSG00000104228.13|chr8	119	86	94	121	190	204	2.01624187709547e-05	0.000779711639770203	276	2.58719273592791	0.606882811774743	38.7115537515296	4.26308454570008
PTK2B|ENSG00000120899.18|chr8	19	10	1	9	2	15	0.411924447968235	1	7789	1.15571128548613	1.4085250099332	6.73609709998802	0.820511724914942
CHRNA2|ENSG00000120903.13|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
EPHX2|ENSG00000120915.14|chr8	2	13	1	1	30	0	0.541626693303875	0.76648161966782	9195	-0.25357627553255	0.415457053304396	75.4954055375631	-0.610354965731585
CLU|ENSG00000120885.22|chr8	34	17	38	62	48	23	0.874167929493258	0.949723059623347	12583	-0.0415427574488396	0.262320192271724	401.256035700607	-0.158366601858112
SCARA3|ENSG00000168077.14|chr8	66	37	61	20	32	42	0.171322128063136	0.413797417131751	4902	-0.511941073970777	0.374234716097849	88.4274975628331	-1.36796788739643
CCDC25|ENSG00000147419.19|chr8	144	116	95	93	110	114	0.0967985324385583	0.293337134270002	3789	-0.324775240664208	0.19557981288778	527.056641957738	-1.66057649748626
ESCO2|ENSG00000171320.15|chr8	266	101	186	108	190	156	0.00688364173358607	0.0512698490553865	1454	0.8817054264128	0.326264942591165	127.161614628201	2.7024215945801
PBK|ENSG00000168078.10|chr8	111	97	111	33	90	78	0.838932768169798	0.932871404295014	12272	0.0431795015021203	0.212436090198677	321.835029432754	0.203258784614881
SCARA5|ENSG00000168079.17|chr8	57	41	68	8	35	23	0.0305774702139472	0.141731791070422	2409	-1.10657735965234	0.511705352884374	50.8470944899339	-2.16252840314216
NUGGC|ENSG00000189233.12|chr8	0	0	0	0	0	0	0.458514171224524	1	8302	2.94356999958678	3.97084458793449	0.693521574571775	0.741295695261127
ELP3|ENSG00000134014.18|chr8	108	85	94	100	133	159	0.811927972927336	0.91953706724434	11963	0.0697823391709863	0.293277584892762	152.551027843719	0.237939558853441
ZNF395|ENSG00000186918.14|chr8	534	473	685	331	430	375	0.403965776711221	0.662193900066847	7680	-0.216332538359808	0.259217635087684	367.399446449929	-0.834559493942728
FBXO16|ENSG00000214050.8|chr8	18	18	10	0	23	0	0.777114326056468	1	11570	-0.530341827353586	1.87345954378467	5.58205600716649	-0.283081547777763
FZD3|ENSG00000104290.11|chr8	203	90	165	124	95	168	0.477069475477091	0.721820273075141	8477	-0.192966220921278	0.271392062596641	179.524354304985	-0.711023819469898
EXTL3|ENSG00000012232.10|chr8	131	51	113	121	116	87	0.00610176478539157	0.0468849163640385	1407	-1.02388917256659	0.373373939946983	87.7749074999282	-2.74226201408694
INTS9|ENSG00000104299.15|chr8	20	21	48	39	47	39	0.682620537722946	0.850560998381325	10718	-0.262308770672611	0.641514592105825	38.7423670072916	-0.408889795961711
HMBOX1|ENSG00000147421.18|chr8	21	25	63	32	46	45	0.0709506368389496	0.239577102595765	3356	0.869724442633852	0.481630126920341	56.7665852851938	1.80579327168564
KIF13B|ENSG00000197892.13|chr8	18	0	5	15	1	3	0.0576662180202795	1	3102	2.03788629699291	1.07357368842988	11.5860339341365	1.89822675327798
DUSP4|ENSG00000120875.9|chr8	62	39	55	53	91	56	0.196357023806452	0.448404962123527	5227	1.51370023751983	1.17159429480988	13.3296235279345	1.29200034877728
SARAF|ENSG00000133872.14|chr8	245	243	298	271	355	318	0.159712016839935	0.397069106155783	4744	-0.258394629107649	0.183774634050516	880.793943705507	-1.40604077620756
LEPROTL1|ENSG00000104660.19|chr8	465	399	472	386	456	462	0.53045224328814	0.759037403089957	9085	-0.130281272843997	0.207680519421625	454.772265409083	-0.627315807986331
MBOAT4|ENSG00000177669.4|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
DCTN6|ENSG00000104671.8|chr8	168	212	227	146	224	133	0.395477217624886	0.654444222728804	7599	-0.191022046674865	0.22480418028844	332.756061262658	-0.849726399347959
GTF2E2|ENSG00000197265.9|chr8	188	156	167	152	96	128	0.297817238700578	0.565735292447352	6433	0.242199508122111	0.232632352507134	373.056172415084	1.04112564530199
SMIM18|ENSG00000253457.3|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
GSR|ENSG00000104687.14|chr8	583	485	447	259	467	369	0.519443030434115	0.751812368594438	8953	-0.0954139362595709	0.148111323820338	1524.40179136236	-0.644204195860879
UBXN8|ENSG00000104691.16|chr8	205	147	226	83	201	111	0.810113910699004	0.918634534761053	11948	-0.0665787105942066	0.277089084134945	269.334724956075	-0.240279081372192
PPP2CB|ENSG00000104695.13|chr8	642	492	654	397	477	395	0.946574378255408	0.979291360280639	13217	0.0117861877193064	0.175889094743816	772.627492031089	0.0670092010904549
TEX15|ENSG00000133863.9|chr8	15	0	5	0	3	24	0.952299462691532	0.982494744140445	13260	0.0478784513082981	0.800383147670089	21.5380727050076	0.0598194145487346
PURG|ENSG00000172733.12|chr8	0	0	0	0	4	0	0.323716983542299	1	6730	3.81741595007286	3.86829031606668	1.2596792154742	0.986848358877688
WRN|ENSG00000165392.11|chr8	23	9	36	12	50	61	0.0872577372417515	0.274242927027314	3643	0.872564867853844	0.510258723552038	65.2934269593477	1.71004399842437
NRG1|ENSG00000157168.20|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
FUT10|ENSG00000172728.16|chr8	26	37	41	0	16	16	0.106599402065012	1	3961	2.36020706809183	1.46263462353574	5.10726971147714	1.61366826007873
TTI2|ENSG00000129696.13|chr8	184	153	172	94	197	138	0.92578085557522	0.969932117606314	13037	0.0403767980200201	0.433439253572301	77.4661154823307	0.0931544563332564
MAK16|ENSG00000198042.11|chr8	160	182	257	200	306	245	0.0721962829268133	0.241556703258454	3387	0.55945847373105	0.311177040637143	149.926823326117	1.79787838005511
RNF122|ENSG00000133874.2|chr8	0	2	2	18	4	15	0.198142370318342	1	5251	2.9436278226708	2.28744626780526	2.98506916617972	1.28686206277323
DUSP26|ENSG00000133878.9|chr8	0	0	2	0	6	8	0.528896999594292	1	9073	0.796255206455001	1.26451806692265	8.68122098045422	0.629690652339019
UNC5D|ENSG00000156687.11|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
KCNU1|ENSG00000215262.8|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ZNF703|ENSG00000183779.7|chr8	1790	904	1501	1107	1164	1041	0.684938025011209	0.851531539718264	10741	0.0901524691055031	0.222195968975348	449.397094195386	0.405734044236892
ERLIN2|ENSG00000147475.17|chr8	150	92	153	98	117	92	0.106699575140896	0.311028305903806	3965	-0.559219246401284	0.346650676221184	205.134922732604	-1.61320685278129
PLPBP|ENSG00000147471.12|chr8	298	214	198	78	182	187	0.8318593847779	0.928807380517032	12220	0.049224250417172	0.231842700901516	323.522140924571	0.212317447242309
ADGRA2|ENSG00000020181.18|chr8	5	6	12	0	12	16	0.355855073667293	0.620364974434835	7143	-1.06360770519127	1.15197331366036	13.4212122029991	-0.923291965689457
BRF2|ENSG00000104221.13|chr8	126	90	102	201	197	93	0.00130217118821706	0.0157689210403977	882	1.91428714102226	0.595330943129035	36.6830798268654	3.21550082876735
RAB11FIP1|ENSG00000156675.16|chr8	355	234	286	186	317	158	0.203388280369967	0.457386530097221	5310	0.412093133297846	0.323983457214247	123.45668052975	1.27195733029459
GOT1L1|ENSG00000169154.7|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ENSG00000285880|ENSG00000285880.1|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ADRB3|ENSG00000188778.6|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
EIF4EBP1|ENSG00000187840.5|chr8	99	54	111	175	135	158	0.049184881420643	0.189956031522074	2909	-0.553289717487435	0.281288151320012	711.266842615238	-1.96698550895582
ASH2L|ENSG00000129691.16|chr8	117	137	99	52	132	76	0.374029822785999	0.635029643044455	7355	0.308586665558263	0.347136039236356	142.192094712323	0.888950240479508
STAR|ENSG00000147465.12|chr8	0	0	0	0	0	5	1	1	16610.5	NA	NA	0	NA
LSM1|ENSG00000175324.10|chr8	789	539	689	554	668	578	0.574987849630252	0.786544184699477	9571	0.107553449400303	0.191812822625221	608.441343025131	0.560720852382478
BAG4|ENSG00000156735.11|chr8	105	163	167	74	135	140	0.108741896783284	0.314816704457835	3993	0.776540389666678	0.484165550853925	51.6608343056422	1.60387369216395
PLPP5|ENSG00000147535.17|chr8	43	18	34	43	61	31	0.622716794683507	0.816225290146372	10066	0.219448963897561	0.44603121080758	75.6659842046663	0.49200360553296
NSD3|ENSG00000147548.17|chr8	103	68	97	40	106	25	0.0140125919979868	0.0847859835485747	1803	1.02700742665528	0.418002575045281	81.9129699691391	2.4569404304364
LETM2|ENSG00000165046.13|chr8	10	0	5	0	10	6	0.400132671251142	1	7652	1.33893792909576	1.59135119346412	7.71045839171364	0.841384312020468
FGFR1|ENSG00000077782.22|chr8	178	194	224	135	137	150	0.574209857024379	0.785972554437127	9564	-0.120097854140324	0.213749630529568	429.428333209617	-0.561862277107941
TACC1|ENSG00000147526.20|chr8	229	173	203	70	250	231	0.337643628852616	0.602403079865688	6904	0.220813756345681	0.230294637116706	298.993105928935	0.958831517356522
PLEKHA2|ENSG00000169499.15|chr8	14	28	37	1	27	7	0.475098189975256	0.720944152692527	8453	-0.408043048255908	0.571321934770342	39.014530084711	-0.714208615882972
HTRA4|ENSG00000169495.5|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TM2D2|ENSG00000169490.17|chr8	176	154	186	267	245	268	0.732025459472217	0.87743685164792	11175	0.139880619094502	0.408491113019249	110.544202661572	0.342432465814527
ADAM9|ENSG00000168615.13|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ADAM32|ENSG00000197140.15|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ADAM18|ENSG00000168619.16|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
IDO1|ENSG00000131203.13|chr8	0	0	1	0	0	0	1	1	16610.5	NA	NA	0	NA
IDO2|ENSG00000188676.15|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TCIM|ENSG00000176907.5|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ZMAT4|ENSG00000165061.15|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SFRP1|ENSG00000104332.12|chr8	48	31	14	0	27	9	0.112506118593072	0.321411386522564	4048	-0.747274500990813	0.470863851937924	71.7937352645202	-1.58702881504977
GINS4|ENSG00000147536.12|chr8	106	98	104	112	148	154	0.944664844274179	0.977984239367777	13206	0.0150537857476009	0.216888271319528	500.464809797549	0.0694080212637369
GPAT4|ENSG00000158669.11|chr8	217	178	278	164	200	216	0.124359607692448	0.341111675668955	4233	0.422485774351973	0.274925303036889	245.49595828707	1.53672932132873
NKX6-3|ENSG00000165066.13|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
KAT6A|ENSG00000083168.11|chr8	888	495	705	435	603	591	0.0727232401092089	0.24273614770104	3397	0.54803284098039	0.305385002061374	167.480576209149	1.79456370575216
AP3M2|ENSG00000070718.12|chr8	300	210	187	309	503	421	0.000839022271205261	0.0115758853980351	773	1.24704066268279	0.37341133086385	159.702252094001	3.33958977569824
PLAT|ENSG00000104368.19|chr8	23	26	45	16	30	21	0.587287768736179	0.794508463511704	9717	0.300630671447424	0.553881658478678	45.7078919146641	0.542770584375646
IKBKB|ENSG00000104365.16|chr8	27	29	21	15	53	51	0.683515100870684	0.850860668330095	10728	-0.159600181198851	0.391492433475798	97.2088440845298	-0.407671177146052
POLB|ENSG00000070501.12|chr8	227	129	189	94	175	117	0.773430886149544	0.901015801354888	11527	0.066758026412168	0.231887212254175	291.171588092139	0.287890072778112
DKK4|ENSG00000104371.5|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
VDAC3|ENSG00000078668.14|chr8	826	705	982	612	619	770	0.377431254569277	0.638433572720534	7398	-0.122820920339232	0.139151902187522	2895.42277624376	-0.882639176385225
SLC20A2|ENSG00000168575.10|chr8	94	53	54	24	102	28	0.481043637608549	0.725300011630706	8511	-0.451943696544453	0.64139605873277	32.3757133620999	-0.704624997910613
SMIM19|ENSG00000176209.12|chr8	84	138	61	65	68	49	0.0137951424596159	0.0839110935090189	1792	-0.669446703966361	0.271850575850815	185.80374289899	-2.46255393011835
CHRNB3|ENSG00000147432.7|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CHRNA6|ENSG00000147434.9|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
THAP1|ENSG00000131931.8|chr8	108	66	160	34	80	135	0.543310555217782	0.767998751745946	9212	0.305117847404457	0.501991776582294	46.8658338110535	0.607814433698073
RNF170|ENSG00000120925.16|chr8	89	48	47	31	69	35	0.232059759088828	0.493090204895066	5666	-0.435735020449687	0.364610518584732	127.009322479378	-1.19506980254171
HOOK3|ENSG00000168172.9|chr8	111	119	129	95	158	119	0.103267769852139	0.305138117499517	3903	0.364315644188644	0.223614388513063	294.212533489249	1.62921378454751
FNTA|ENSG00000168522.13|chr8	186	120	153	140	167	122	0.515285400132356	0.748555538771928	8922	0.16337457035074	0.251102141071123	219.565707236858	0.650629937498086
POMK|ENSG00000185900.11|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
HGSNAT|ENSG00000165102.15|chr8	58	41	51	4	38	27	0.469795187012478	0.716045713691631	8413	-0.244494002694161	0.338253776681227	131.631247305712	-0.722812336621964
POTEA|ENSG00000188877.12|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SPIDR|ENSG00000164808.17|chr8	37	20	37	56	38	33	0.617654706828337	0.81391235835755	10010	0.212193548464607	0.425086802678827	95.4743194872131	0.499176984859089
CEBPD|ENSG00000221869.5|chr8	160	97	186	29	112	60	0.65269061234272	0.832771239506037	10360	0.348930514170367	0.775353761369524	20.0549343882599	0.45002749913026
PRKDC|ENSG00000253729.9|chr8	50	9	36	27	23	20	0.237684942507711	0.499803463149772	5727	0.404521809845997	0.342584847619848	163.235183200645	1.18079305800144
MCM4|ENSG00000104738.19|chr8	786	645	668	873	992	810	0.20960523016747	0.464073800340174	5404	0.187034350860429	0.149072728555768	3000.23484646172	1.25465169030203
UBE2V2|ENSG00000169139.12|chr8	367	364	484	283	515	384	0.541654816378004	0.76648161966782	9197	-0.0984698962311961	0.161343403266293	1208.31826439807	-0.610312502635598
CLXN|ENSG00000034239.11|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SNAI2|ENSG00000019549.13|chr8	13	19	19	0	27	11	0.0790450847528602	1	3510	4.77843714468913	2.72081244039225	2.46704175917203	1.75625378425579
PPDPFL|ENSG00000168333.14|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SNTG1|ENSG00000147481.17|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PXDNL|ENSG00000147485.13|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PCMTD1|ENSG00000168300.14|chr8	19	14	26	20	18	23	0.640554736715403	0.827116498932051	10242	0.460486953638777	0.986215357286547	14.9447489903867	0.466923324846361
ST18|ENSG00000147488.13|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
RB1CC1|ENSG00000023287.13|chr8	100	83	83	25	81	41	0.524149862553766	0.75450236973505	9005	-0.268386770843445	0.421354717028413	133.547472040612	-0.636961590785626
NPBWR1|ENSG00000288611.1|chr8	5	0	0	0	0	0	0.353495642927273	1	7106.5	3.66109889311244	3.94587155549471	1.14441987712481	0.927830224989022
OPRK1|ENSG00000082556.14|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ATP6V1H|ENSG00000047249.18|chr8	76	93	99	55	153	123	0.622062039666915	0.816111134466649	10057	0.127758046468494	0.259180904116697	281.265292375819	0.492930013126934
RGS20|ENSG00000147509.14|chr8	3	19	5	0	8	9	0.0153807636005982	1	1858	3.29531691813998	1.35985407941471	9.81921972093683	2.42328715119073
TCEA1|ENSG00000187735.15|chr8	180	120	120	71	113	94	0.290046882058615	0.55858538027864	6338	-0.212191542260033	0.200555554312102	469.976373849435	-1.0580187768314
LYPLA1|ENSG00000120992.18|chr8	209	164	219	127	236	113	0.000628206913460562	0.00932280175774245	719	-0.568966474631313	0.166406584133412	1098.46504556793	-3.41913439059093
MRPL15|ENSG00000137547.9|chr8	563	428	533	464	934	671	0.00473180784758531	0.0390193871013839	1305	0.441297655191515	0.156225594112502	1105.79659487186	2.82474621203058
SOX17|ENSG00000164736.6|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
RP1|ENSG00000104237.11|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
XKR4|ENSG00000206579.9|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
TMEM68|ENSG00000167904.16|chr8	24	37	40	9	53	14	0.209124030062813	0.463867378081374	5389	0.795617110622523	0.633464325416963	27.0303876334415	1.25597776970128
TGS1|ENSG00000137574.11|chr8	113	61	73	65	82	85	0.294361663878034	0.56239743787444	6398	0.880603365086649	0.839788561293486	16.7405986685246	1.04860128569779
LYN|ENSG00000254087.8|chr8	321	234	303	107	270	234	0.0416818615711149	0.1716815740108	2719	0.507735373290561	0.249295289760443	238.606865861089	2.03668257743041
RPS20|ENSG00000008988.11|chr8	686	557	694	579	775	591	0.513371918622818	0.747004785735701	8906	0.0926698822136197	0.141784584783631	4650.78920994492	0.653596315530618
PLAG1|ENSG00000181690.8|chr8	154	121	185	42	151	85	0.413177422065111	0.671193504346004	7797	0.593350886107262	0.725088732734389	28.7303451785128	0.818314861782049
CHCHD7|ENSG00000170791.18|chr8	465	419	373	295	378	265	0.00195718568436156	0.0208845312301058	1004	-0.579916505393292	0.187272009748601	627.155775902255	-3.09665339829367
SDR16C5|ENSG00000170786.13|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
PENK|ENSG00000181195.11|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
BPNT2|ENSG00000104331.9|chr8	318	207	380	247	309	178	0.176003653981421	0.420409088725685	4959	-0.27853731322553	0.205841699811974	449.561496423984	-1.35316271426033
FAM110B|ENSG00000169122.12|chr8	58	80	87	24	51	64	0.599192918070593	1	9821	-0.587440480270168	1.11773881698437	9.49082290542172	-0.525561491954864
UBXN2B|ENSG00000215114.10|chr8	38	18	33	3	39	42	0.878660765706982	0.951374866907456	12626	-0.0754905190595772	0.494477809499838	73.1209979723892	-0.152667152315562
CYP7A1|ENSG00000167910.4|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
SDCBP|ENSG00000137575.12|chr8	365	325	370	286	398	409	0.1873012315887	0.436292798289491	5107	0.21293576632214	0.161485646544392	927.586930908297	1.31860490934471
NSMAF|ENSG00000035681.9|chr8	47	35	49	26	52	27	0.946548325256799	0.979291360280639	13216	-0.030532210992802	0.455419650200978	79.8767043649386	-0.0670419271090477
TOX|ENSG00000198846.6|chr8	0	0	0	0	1	0	1	1	16610.5	NA	NA	0	NA
RAB2A|ENSG00000104388.15|chr8	504	297	485	292	395	234	0.638662940245644	0.825982242749035	10225	-0.0827291015147149	0.176180907297639	660.155179974943	-0.469569051400972
CHD7|ENSG00000171316.14|chr8	140	129	109	67	135	80	0.0399243975999536	0.167076981425398	2676	0.997008831002999	0.48527337357543	52.6811999400161	2.05453026127762
CLVS1|ENSG00000177182.11|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
ASPH|ENSG00000198363.18|chr8	15	23	27	0	32	34	0.417031623517102	0.673637849300866	7849	0.313634890449194	0.386448883737763	162.893409059076	0.811581825300395
NKAIN3|ENSG00000185942.13|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
GGH|ENSG00000137563.13|chr8	161	86	75	55	149	71	0.119230800133986	0.331884780695419	4171	-0.291527831922474	0.187115468297359	960.839560018249	-1.5580103268597
TTPA|ENSG00000137561.5|chr8	6	1	0	7	0	7	1	1	16610.5	NA	NA	0	NA
YTHDF3|ENSG00000185728.17|chr8	887	643	798	448	617	684	0.587682460409097	0.79457432028937	9721	-0.171987478608069	0.317204487327954	185.346621704762	-0.542197495555139
BHLHE22|ENSG00000180828.3|chr8	3	3	8	0	4	26	0.379949433588261	1	7434	-1.42404936715817	1.62194356201957	6.57120611045157	-0.87798946924208
CYP7B1|ENSG00000172817.4|chr8	27	27	18	9	12	23	0.58192431510977	0.791954097980643	9656	0.493887831866363	0.89703831404322	15.8199244402959	0.550576072542836
ARMC1|ENSG00000104442.10|chr8	794	830	810	678	923	699	0.00212463328408405	0.0220534792723188	1033	0.567571984739268	0.184742452590664	866.152559487375	3.07223367872485
MTFR1|ENSG00000066855.16|chr8	119	106	151	86	156	127	0.803596868405255	0.915520458623868	11801	0.05960817985197	0.239684058110034	356.824691008273	0.248694803993202
PDE7A|ENSG00000205268.11|chr8	17	48	63	0	86	12	0.0652457401612394	0.227415744325162	3247	1.10911941770234	0.60161482402312	36.8885650708884	1.84357062594541
DNAJC5B|ENSG00000147570.10|chr8	0	0	0	4	0	0	1	1	16610.5	NA	NA	0	NA
TRIM55|ENSG00000147573.17|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
CRH|ENSG00000147571.5|chr8	0	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
RRS1|ENSG00000179041.4|chr8	360	370	396	230	530	328	0.688762572214652	0.853032857996558	10783	0.164646635494566	0.411066873745178	93.665833527136	0.400534915388563
ADHFE1|ENSG00000147576.17|chr8	0	0	0	0	0	0	0.819760673018696	1	12084.5	-0.929747190088228	4.0804728567969	0.145228390987848	-0.227852805965744
VXN|ENSG00000169085.14|chr8	1	0	0	0	0	0	1	1	16610.5	NA	NA	0	NA
MYBL1|ENSG00000185697.17|chr8	22	26	41	18	27	29	0.0078457151215354	0.0561331515380075	1515	1.63716007909608	0.615788955808139	33.181623358635	2.65863826178489
