rownames(nonTcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	TPG.P0.1	TPG.P0.2	TPG.P0.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
AZIN1|ENSG00000155096.15|chr8	204	211	149	319	222	118	0.206222436795259	0.472290307354715	5326	0.422518715119235	0.334265543004249	227.400495104498	1.26402114714487
ATP6V1C1|ENSG00000155097.12|chr8	78	102	75	42	18	8	0.412156874854066	0.679953624759246	7816	-0.275333777564815	0.335730356898414	163.953495619935	-0.820103907518039
BAALC|ENSG00000164929.17|chr8	0	0	10	0	0	0	0.573861545934912	1	9425	-1.32760495500307	2.36071733565856	3.83260397188496	-0.56237353576798
FZD6|ENSG00000164930.12|chr8	75	66	21	88	102	0	0.370928740277758	0.64939941394114	7310	0.711417681842957	0.795115476899659	30.7035577987334	0.894735044797444
CTHRC1|ENSG00000164932.13|chr8	0	0	1	0	0	0	0.464390124428219	1	8340	2.84698474419643	3.89125280259407	1.300542443249	0.731637055885577
SLC25A32|ENSG00000164933.12|chr8	123	176	133	119	198	114	0.00072899178168853	0.0107907958888947	763.5	1.52944086534806	0.452706663200764	141.613155898143	3.37843683265999
ENSG00000285982|ENSG00000285982.1|chr8	123	176	133	119	198	114	0.00072899178168853	0.0107907958888947	763.5	1.52944086534806	0.452706663200764	141.613155898143	3.37843683265999
DCAF13|ENSG00000164934.14|chr8	139	146	147	159	123	99	0.962487798586747	0.984869725238282	13027	0.00932456419155121	0.198260394790594	520.389016964922	0.0470319056985636
RIMS2|ENSG00000176406.24|chr8	19	19	29	27	16	0	0.12561943501782	0.357121717098172	4227	3.13147917814072	2.04457090033884	7.83300840832572	1.53160703677322
DCSTAMP|ENSG00000164935.6|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
LRP12|ENSG00000147650.12|chr8	139	140	100	80	105	100	0.552857438934031	0.78412274317275	9196	0.464457805113699	0.782595625259945	31.3210772917148	0.593483773895907
ZFPM2|ENSG00000169946.14|chr8	6	24	65	0	50	59	0.595828876038951	0.812542384672033	9597	1.02131551784898	1.92552704680719	8.31879686074089	0.530408294987325
OXR1|ENSG00000164830.19|chr8	208	201	143	135	81	58	0.425937196446778	0.691376721238608	7951	-0.386357586496511	0.485274372063026	81.7267340052023	-0.796163178479848
ABRA|ENSG00000174429.4|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ANGPT1|ENSG00000154188.10|chr8	8	0	0	0	0	0	0.39618211283812	1	7607	-3.3490615323919	3.94722611210946	1.00354995319917	-0.848459509861245
RSPO2|ENSG00000147655.12|chr8	0	0	0	0	0	0	0.637640251085124	1	10017.5	1.90983492318697	4.05484538428303	0.307649331661039	0.471000677507871
EIF3E|ENSG00000104408.11|chr8	150	186	196	213	76	182	0.00539350037688347	0.0464547568638044	1313	0.446858024055842	0.160593493246931	1102.50576596133	2.78254127873504
EMC2|ENSG00000104412.8|chr8	87	91	43	82	36	73	0.355234438471482	0.634852443848607	7136	0.327796418703709	0.354572345060952	145.205587483654	0.924483883951411
TMEM74|ENSG00000164841.5|chr8	25	40	32	6	21	0	0.0394830966613432	0.175193493382366	2604	1.85944328596334	0.903029744636581	22.5581073780285	2.05911632148026
TRHR|ENSG00000174417.3|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
NUDCD1|ENSG00000120526.12|chr8	85	128	65	75	94	11	0.412258408440088	0.679982745232846	7817	0.353366235668858	0.430973432122611	102.665458990719	0.819925798972049
ENY2|ENSG00000120533.13|chr8	483	409	517	537	487	391	9.77255321473505e-08	6.27942069917265e-06	176	-0.548079974104904	0.102811842433348	1946.31320165172	-5.33090314435534
PKHD1L1|ENSG00000205038.12|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
EBAG9|ENSG00000147654.16|chr8	222	373	177	272	137	90	0.426280405138369	0.691445060095612	7956	0.28044733687245	0.352509979302877	171.201652319246	0.795572759179929
SYBU|ENSG00000147642.17|chr8	67	99	108	68	81	20	0.37112907483292	0.64939941394114	7313	1.06450457236553	1.19024112878587	18.5609876194353	0.894360433882336
KCNV1|ENSG00000164794.9|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CSMD3|ENSG00000164796.18|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TRPS1|ENSG00000104447.13|chr8	169	273	152	150	42	86	0.321966147798002	0.602634088951938	6754	0.625275181987172	0.631319702289501	45.8001596659881	0.990425579495764
EIF3H|ENSG00000147677.12|chr8	231	266	271	292	291	293	0.000918892484194033	0.0128135081427254	811	0.379682755574497	0.11456068017728	2022.16878820237	3.31425018590102
UTP23|ENSG00000147679.12|chr8	182	170	115	149	98	188	0.191105672661291	0.451853241088551	5144	0.653672849773984	0.500011652162885	82.1738938111051	1.30731523344788
RAD21|ENSG00000164754.16|chr8	521	537	400	417	477	346	4.42726420654202e-05	0.00110769758654389	452	0.850935651688922	0.208359888734782	442.078563201201	4.08397056101362
AARD|ENSG00000205002.4|chr8	71	72	44	20	55	0	0.053564480401101	0.212382483963896	2956	1.03469385839788	0.536015833589991	70.9997805543266	1.93034196670641
SLC30A8|ENSG00000164756.13|chr8	0	0	0	0	3	0	1	1	16415.5	NA	NA	0	NA
MED30|ENSG00000164758.7|chr8	47	65	44	54	69	4	0.707580760395506	0.873488791541619	10667	0.282881978834138	0.754136409420711	28.0582094936025	0.375107175970238
EXT1|ENSG00000182197.13|chr8	219	355	221	261	206	95	0.767601834721347	0.902276265911084	11238	0.153548077129169	0.519597950209045	112.502047016761	0.295513246477192
SAMD12|ENSG00000177570.15|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TNFRSF11B|ENSG00000164761.9|chr8	0	0	0	6	0	0	1	1	16415.5	NA	NA	0	NA
COLEC10|ENSG00000184374.3|chr8	0	0	0	0	0	0	0.380180779893525	1	7431.5	3.47314982429477	3.95772022408859	0.922947994983118	0.877563250468164
MAL2|ENSG00000147676.14|chr8	38	52	37	7	3	26	0.98521421739434	0.994759322410537	13202	-0.0107002287693042	0.577382941942566	66.1005655063177	-0.0185322911226023
CCN3|ENSG00000136999.5|chr8	4	17	8	0	0	0	0.63382927283763	0.83416446485753	9974	0.758683887781522	1.59272243294002	12.0845378983713	0.476344071063946
ENPP2|ENSG00000136960.13|chr8	0	7	0	18	0	0	0.986375094334448	0.995017351174354	13210	-0.0139274843089448	0.815564149720261	24.4978195002997	-0.017077116881268
TAF2|ENSG00000064313.13|chr8	1	34	15	15	3	4	0.682023325358533	0.85957893530365	10445	-0.259246477695694	0.632765791836535	46.723382372355	-0.409703686640927
DSCC1|ENSG00000136982.6|chr8	125	117	71	28	82	122	0.305853948281272	0.586254627307272	6576	0.319040188031888	0.311574712681026	184.643984567697	1.02396046613226
DEPTOR|ENSG00000155792.10|chr8	8	3	8	0	7	0	0.349253222377989	0.629350954615037	7063	1.17391098275616	1.25412644246363	18.6796256398947	0.936038778075766
COL14A1|ENSG00000187955.13|chr8	6	30	30	1	61	58	0.159578254311211	0.409018688164439	4731	0.640184988900483	0.455164521780114	178.577901264692	1.40649140753934
MRPL13|ENSG00000172172.8|chr8	478	464	384	403	378	308	0.516839816266508	0.759256768460778	8855	-0.0891535798419469	0.137535054991891	1286.4221040259	-0.648224409749235
MTBP|ENSG00000172167.8|chr8	1	1	0	0	4	0	1	1	16415.5	NA	NA	0	NA
SNTB1|ENSG00000172164.15|chr8	7	27	32	1	3	0	0.843586862205918	0.937999720835825	11891	0.13505473212149	0.684488373842805	42.6280026165245	0.197307561797253
HAS2|ENSG00000170961.7|chr8	0	0	0	0	0	0	0.170940433168804	1	4886.5	4.95079907380789	3.61586437689463	2.58799691636645	1.36918826531313
DERL1|ENSG00000136986.10|chr8	206	141	173	147	155	112	0.864648953736384	0.947473624245134	12188	-0.0383339009424209	0.224885969462575	326.183315948567	-0.170459282248821
TBC1D31|ENSG00000156787.17|chr8	18	0	0	0	0	15	0.380958922039165	0.656534056811769	7442	1.25785537862352	1.43569357013392	10.5604339246707	0.876130815649045
FAM83A|ENSG00000147689.17|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
C8orf76|ENSG00000189376.12|chr8	165	171	113	108	146	121	0.160022738830057	0.409681349390591	4736	0.873584305114711	0.621770362320743	78.6445211229979	1.40499508830572
ZHX1-C8orf76|ENSG00000259305.6|chr8	27	70	8	31	50	16	0.578077529697193	0.799336287612886	9467	-0.485582357704951	0.873043308396428	22.0508041621623	-0.556195039850714
ATAD2|ENSG00000156802.13|chr8	119	93	46	70	106	28	0.00453366383428497	0.041016963441543	1250	0.967838692522489	0.340977256978721	161.901615642238	2.83842594400039
NTAQ1|ENSG00000156795.8|chr8	27	37	23	61	40	26	0.953041646958358	0.981099170897039	12943	-0.0312968045547913	0.531466942930415	58.9715619975122	-0.058887584582827
FBXO32|ENSG00000156804.7|chr8	117	61	41	42	89	92	0.000854143557786714	0.0121859354452648	792	2.63216194147008	0.789342600091664	31.1689182689137	3.33462547335519
KLHL38|ENSG00000175946.9|chr8	6	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ANXA13|ENSG00000104537.17|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
FAM91A1|ENSG00000176853.16|chr8	54	120	51	56	39	0	0.333764901556131	0.614546934499883	6888	-0.522811818207402	0.540900462620656	87.2029330300279	-0.966558275203509
FER1L6|ENSG00000214814.7|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TMEM65|ENSG00000164983.8|chr8	108	177	109	65	155	104	0.336304625115079	0.617220116751728	6911	0.229775333005058	0.238977784491306	333.361089865469	0.961492439534341
TRMT12|ENSG00000183665.5|chr8	59	67	107	97	90	26	0.486627921177341	0.737263959070682	8565	-0.700917270954592	1.00752519586847	22.8126338648195	-0.695682126689062
RNF139|ENSG00000170881.5|chr8	144	249	118	119	213	79	0.29803082268945	1	6470	-2.09685140877744	2.01491393628014	5.96592000159074	-1.04066549494842
TATDN1|ENSG00000147687.19|chr8	1	73	27	51	47	0	0.863951226954228	0.947450382772368	12180	-0.0788751599300105	0.460325164705597	84.7188631553049	-0.171346617516458
NDUFB9|ENSG00000147684.10|chr8	443	528	340	441	209	260	4.56900263474795e-05	0.00113812446688028	454	-0.397240735713774	0.0974430360180947	3645.59289856172	-4.07664571986456
MTSS1|ENSG00000170873.19|chr8	13	41	12	2	0	0	0.686051121433374	0.861104565182023	10487	-0.585814599062002	1.44924778878772	9.62632946389514	-0.404219763931487
ZNF572|ENSG00000180938.6|chr8	1	10	0	17	0	0	0.059255161219936	0.22639074940414	3080	2.76769723074999	1.46726607982056	9.3330298038747	1.88629538214942
SQLE|ENSG00000104549.12|chr8	158	182	250	361	207	199	0.116900393193801	0.343027126784819	4085	0.489310711272175	0.312076827623094	295.255046655216	1.56791747403666
WASHC5|ENSG00000164961.16|chr8	45	84	36	22	28	1	0.439403288271475	0.703057694830519	8076	0.384362434143502	0.49710529520216	96.9707357507189	0.773201247005811
NSMCE2|ENSG00000156831.8|chr8	83	54	26	72	119	49	0.485152618533464	0.736554029130749	8534	0.235258311534605	0.337027316958664	239.492296790033	0.698039297400511
TRIB1|ENSG00000173334.4|chr8	215	295	254	285	193	109	0.170280433681259	0.423138084926688	4879	1.21507032236746	0.886069726647064	26.7468523074719	1.37130327989576
LRATD2|ENSG00000168672.4|chr8	0	19	10	0	0	0	0.125710435117289	1	4228	3.35070981976198	2.1882349546486	5.99415853448843	1.53123859604009
MYC|ENSG00000136997.21|chr8	374	394	274	751	681	585	0.0116713482775648	0.0775051542401531	1708	3.40790376175164	1.35130872340284	12.5033335909937	2.52192833712338
GSDMC|ENSG00000147697.9|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CYRIB|ENSG00000153310.22|chr8	161	142	76	100	29	42	0.500593082886795	0.74736477325559	8714	-0.211003658258522	0.313267770512178	250.329233533703	-0.67355686770312
ASAP1|ENSG00000153317.15|chr8	140	318	208	132	130	58	0.532238386332489	0.770689361207953	8985	0.299117258654174	0.478899673177311	94.5363148634908	0.624592739163191
ADCY8|ENSG00000155897.10|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
EFR3A|ENSG00000132294.15|chr8	20	34	35	18	1	4	0.887194041758108	0.954913621227985	12402	-0.153307076104378	1.08072605836127	19.6102739618607	-0.141855630220336
OC90|ENSG00000253117.5|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ENSG00000258417|ENSG00000258417.3|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
HHLA1|ENSG00000132297.13|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KCNQ3|ENSG00000184156.17|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
DNAAF11|ENSG00000129295.10|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TMEM71|ENSG00000165071.15|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PHF20L1|ENSG00000129292.21|chr8	89	80	94	61	38	24	0.0608046838386574	0.230288067492089	3111	0.915455768825871	0.488265714294499	126.037755284101	1.87491306889861
TG|ENSG00000042832.12|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
SLA|ENSG00000155926.14|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CCN4|ENSG00000104415.14|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
NDRG1|ENSG00000104419.17|chr8	413	557	430	578	745	641	0.986875942767757	0.995017351174354	13218	-0.00279329360437039	0.169812223258983	1289.87202485203	-0.0164493082462639
ST3GAL1|ENSG00000008513.16|chr8	16	33	11	23	21	1	0.891456485137082	0.956492932175524	12439	0.178252809823291	1.30625014461431	14.5181034249629	0.136461466096849
ZFAT|ENSG00000066827.16|chr8	102	66	31	84	73	73	0.783343054236339	0.910184588550165	11390	-0.236179314109408	0.858942888956735	42.8818383231659	-0.274965096219924
KHDRBS3|ENSG00000131773.14|chr8	239	179	122	159	171	106	0.367366593552293	0.646650931387171	7271	-0.218458241118029	0.242349786180422	335.054839083923	-0.901417098653404
FAM135B|ENSG00000147724.12|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
COL22A1|ENSG00000169436.17|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
KCNK9|ENSG00000169427.8|chr8	0	4	6	0	0	0	1	1	16415.5	NA	NA	0	NA
TRAPPC9|ENSG00000167632.18|chr8	5	9	7	0	0	29	0.124270146829788	0.355372890721914	4199	0.911260285499283	0.592845937761734	60.4055185335645	1.5370945931412
CHRAC1|ENSG00000104472.10|chr8	253	325	298	178	176	151	0.16940353043037	0.422026021880874	4865	-0.402797961026701	0.293130956685377	188.998076071631	-1.37412290254636
AGO2|ENSG00000123908.12|chr8	295	283	214	251	120	89	0.0703845639376725	0.253254544566064	3290	0.498355651422252	0.275421680331424	233.156631957015	1.80942782290256
PTK2|ENSG00000169398.20|chr8	32	53	52	21	11	27	0.650288693533048	0.843845997384481	10115	0.250663936804093	0.552901206302199	73.1045154646927	0.453361168228465
DENND3|ENSG00000105339.11|chr8	1	3	0	0	1	0	0.090032366609776	0.294120333936832	3639	1.65291420390968	0.975040040491523	18.3344930850309	1.69522700121775
SLC45A4|ENSG00000022567.10|chr8	10	26	12	22	0	1	0.279365292009572	0.557694984525375	6246	-1.88973551636096	1.74693048440595	8.96111002169324	-1.0817462590697
GPR20|ENSG00000204882.4|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PTP4A3|ENSG00000184489.13|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MROH5|ENSG00000226807.7|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ENSG00000226490|ENSG00000226490.2|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ADGRB1|ENSG00000181790.12|chr8	0	0	10	0	0	0	0.461847873304795	1	8314	1.72939878926472	2.35034143442305	5.00811098367021	0.735807472027671
JRK|ENSG00000234616.9|chr8	119	184	138	67	66	81	0.875460172514462	0.95170422868077	12285	0.092347645646608	0.589226931542226	59.1298368676971	0.156726790143315
PSCA|ENSG00000167653.5|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
LY6K|ENSG00000160886.13|chr8	35	22	31	0	0	24	0.542643390667449	0.777436788351926	9107	-0.529197087005008	0.869216860048115	37.1809342045808	-0.60882055023152
THEM6|ENSG00000130193.8|chr8	259	293	220	242	228	98	0.113226365609639	0.33608319387911	4034	0.286148703640663	0.18066579484878	564.949791596229	1.58385655613545
SLURP1|ENSG00000126233.2|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
LYPD2|ENSG00000197353.4|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
LYNX1-SLURP2|ENSG00000284505.1|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
SLURP2|ENSG00000283992.2|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
LYNX1|ENSG00000180155.20|chr8	0	0	0	0	0	0	0.261393689153852	1	5987.5	-4.40955168538419	3.92622146215909	2.08661786801971	-1.12310314837903
LY6D|ENSG00000167656.5|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
GML|ENSG00000104499.7|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CYP11B1|ENSG00000160882.13|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CYP11B2|ENSG00000179142.2|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
LY6E|ENSG00000160932.11|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
LY6L|ENSG00000261667.2|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
LY6H|ENSG00000176956.13|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
GPIHBP1|ENSG00000277494.2|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
GLI4|ENSG00000250571.7|chr8	0	0	0	0	0	0	0.378337330542765	1	7413	3.14915423712112	3.57466866246287	1.6078057037896	0.880963953439933
ZNF696|ENSG00000185730.8|chr8	49	108	74	111	64	39	0.217515457317343	0.487903156852458	5445	0.946476101662074	0.767519891437953	30.9017010380492	1.2331616577244
TOP1MT|ENSG00000184428.13|chr8	83	95	54	83	41	25	0.868291429565802	0.949019790950001	12218	-0.0477937852898761	0.288211054345215	364.491046827773	-0.165829119214246
RHPN1|ENSG00000158106.14|chr8	0	0	1	0	5	0	0.93677049257436	0.975770240446112	12803	0.102035652074082	1.28622481083945	14.9299604788678	0.0793295629303625
MAFA|ENSG00000182759.4|chr8	66	31	33	42	40	5	0.481263022147349	0.73380120230071	8500	0.876641448659099	1.2447473323761	20.0522763732283	0.704272606863656
ZC3H3|ENSG00000014164.7|chr8	16	15	9	14	17	23	0.212580165467563	0.481131851993839	5388	1.17567274754166	0.943177606921172	23.1224127538955	1.24650197260241
GSDMD|ENSG00000104518.11|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MROH6|ENSG00000204839.9|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
NAPRT|ENSG00000147813.16|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
EEF1D|ENSG00000104529.19|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TIGD5|ENSG00000179886.6|chr8	0	4	0	0	0	0	0.269730316431986	1	6114.5	4.34271375583374	3.93474442096337	1.69207132413572	1.103683820656
PYCR3|ENSG00000104524.14|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
GFUS|ENSG00000104522.16|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ZNF623|ENSG00000183309.12|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ZNF707|ENSG00000181135.16|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
MAPK15|ENSG00000181085.15|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
FAM83H|ENSG00000180921.7|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
IQANK1|ENSG00000203499.12|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
SCRIB|ENSG00000180900.20|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
PUF60|ENSG00000179950.14|chr8	0	0	0	0	0	0	0.821432237672351	1	11711	0.687533541346505	3.04618374218352	2.50476575877032	0.225703240361226
NRBP2|ENSG00000185189.18|chr8	0	0	4	0	0	2	0.324186807502921	0.604988218820221	6772	0.769834041849197	0.780851398341261	31.8757659831727	0.985890584923753
EPPK1|ENSG00000261150.3|chr8	92	156	89	73	30	6	0.440963064215528	0.703797891471953	8093	-0.569601174129108	0.739196554861798	38.974534044834	-0.770567950273527
PLEC|ENSG00000178209.17|chr8	0	4	2	0	0	0	0.656400558731892	0.846338378599814	10180	0.921906289979487	2.07222019705395	8.16504757427482	0.444888188663612
PARP10|ENSG00000178685.14|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
GRINA|ENSG00000178719.17|chr8	157	104	92	109	42	85	0.598010103763767	0.813849408831957	9617	-0.0937126788655596	0.1777338036611	725.46117763224	-0.527264239751767
SPATC1|ENSG00000186583.12|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
OPLAH|ENSG00000178814.17|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
EXOSC4|ENSG00000178896.9|chr8	367	284	155	234	254	151	0.305515021686575	0.586023580058622	6570	0.220921316750531	0.215600666283896	443.633873715233	1.024678265417
GPAA1|ENSG00000197858.11|chr8	52	105	90	43	68	27	0.00125654865474502	0.0161480781096721	880	-0.597153215369872	0.18512228077419	597.026203538773	-3.2257230889364
CYC1|ENSG00000179091.5|chr8	643	611	442	520	518	275	0.820340873205962	0.926846286033398	11702	0.0236515814296304	0.104143095180012	2700.15089784462	0.227106572824138
MAF1|ENSG00000179632.10|chr8	336	383	309	284	327	150	0.143781581366645	0.386964755753305	4489	-0.255947860614872	0.175084577343809	622.530991957716	-1.46185269141253
WDR97|ENSG00000179698.14|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
HGH1|ENSG00000235173.7|chr8	47	98	52	109	91	43	0.0562714084146504	0.2194390888832	3012	0.580104301705207	0.303890124548367	174.962774966924	1.90892778291938
MROH1|ENSG00000179832.18|chr8	0	2	0	0	0	0	0.274302505415602	1	6184.5	-4.29394591384702	3.92783998420611	1.92610880124896	-1.09320795427335
BOP1|ENSG00000261236.8|chr8	57	40	70	49	26	26	0.231406642658602	0.505780529483501	5609	0.205574393339751	0.171778192875665	686.248345434122	1.19674325301902
SCX|ENSG00000260428.3|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
HSF1|ENSG00000185122.11|chr8	0	0	0	0	0	0	0.252042155094682	1	5878	4.50350082876606	3.93180380078644	1.89786440533539	1.14540324414592
DGAT1|ENSG00000185000.12|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
SCRT1|ENSG00000261678.3|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
SLC52A2|ENSG00000185803.12|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TMEM249|ENSG00000261587.3|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
FBXL6|ENSG00000182325.11|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
ADCK5|ENSG00000173137.12|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
CPSF1|ENSG00000071894.17|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
SLC39A4|ENSG00000147804.10|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
VPS28|ENSG00000160948.14|chr8	0	0	0	0	0	0	1	1	16415.5	NA	NA	0	NA
TONSL|ENSG00000160949.18|chr8	0	0	0	0	0	0	0.857221336264943	1	12046.5	-0.73412768554571	4.0804728567969	0.167258325533194	-0.179912405083853
CYHR1|ENSG00000187954.13|chr8	12	21	8	0	43	40	0.318737493584721	0.598707725407159	6725	0.653744958613822	0.655675490025594	38.0065181420327	0.997055660244832
KIFC2|ENSG00000167702.13|chr8	0	6	0	0	0	0	0.118815353809212	0.346270440647498	4114	-1.07850001686185	0.691450191383388	38.4945617089641	-1.55976530240608
