rownames(readCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ARHGAP20|ENSG00000137727.13|chr11	8	27	11	19	16	12	0.898702986110162	1	12944	-0.104925893726473	0.824241324417776	14.9990595774959	-0.127299967398007
C11orf53|ENSG00000150750.9|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
COLCA2|ENSG00000214290.9|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
POU2AF1|ENSG00000110777.12|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
BTG4|ENSG00000137707.14|chr11	0	0	0	0	6	11	0.0624466837837721	1	2007	4.76471067294185	2.55739527606907	2.65687415252621	1.86311076646142
HOATZ|ENSG00000183644.14|chr11	0	0	0	1	0	0	0.853865958661269	1	12365.5	0.751574209360629	4.0804728567969	0.137253259670737	0.184188018334376
LAYN|ENSG00000204381.12|chr11	36	33	51	95	34	82	0.286462595807139	1	5305	0.519615258046542	0.487483361780713	52.5343483789803	1.06591383170177
SIK2|ENSG00000170145.5|chr11	95	70	61	64	75	118	0.928502723203876	1	13244	-0.0360477676413842	0.401741298573579	79.5282622011355	-0.0897288074922225
PPP2R1B|ENSG00000137713.16|chr11	241	438	278	431	352	460	0.362277058816662	0.679785255581379	6260	0.186916619397224	0.205169580253894	354.745905550701	0.911034760445081
ALG9|ENSG00000086848.15|chr11	260	413	294	431	355	278	0.85358524061555	0.953817211251157	12307	-0.042867585803302	0.232286879197545	332.616569282446	-0.184545876854482
ENSG00000258529|ENSG00000258529.5|chr11	243	366	278	363	332	255	0.735986173046167	0.905119062798062	10986	-0.0796755711481399	0.236304424993022	302.355585837269	-0.337173420051243
FDXACB1|ENSG00000255561.7|chr11	73	39	60	66	30	61	0.378318141208527	1	6513	-0.421504447066297	0.478438968225819	54.4420989161724	-0.880999406526917
C11orf1|ENSG00000137720.8|chr11	206	408	229	320	312	388	0.661868875248454	0.872663776829374	10089	0.102895958653219	0.235279837299743	301.3396888133	0.437334366744444
CRYAB|ENSG00000109846.9|chr11	0	2	0	0	1	3	0.785521667696453	1	11549	0.959493352397888	3.52585727261816	0.910463332495784	0.272130514144552
HSPB2|ENSG00000170276.6|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
C11orf52|ENSG00000149300.10|chr11	23	13	22	24	14	19	0.682794050505411	1	10334	-0.294954513575771	0.721771867032059	19.116835389035	-0.408653380726282
DIXDC1|ENSG00000150764.14|chr11	114	121	116	156	175	229	0.108943641357452	1	2815	0.465425030127354	0.290353617727387	148.296093189853	1.602959294154
DLAT|ENSG00000150768.17|chr11	605	606	624	715	623	660	0.585862461502027	0.827507282175729	9144	-0.0930158466953275	0.170720895558285	633.006596156183	-0.544841604720678
PIH1D2|ENSG00000150773.12|chr11	6	22	1	10	12	4	0.87416082724016	1	12633	-0.187303651334387	1.1826546068375	8.81687670322421	-0.158375615544465
NKAPD1|ENSG00000150776.18|chr11	156	240	99	278	160	230	0.409234153165091	0.715934169583968	6904	0.235546211087537	0.28542679723109	185.012907401656	0.82524210541042
TIMM8B|ENSG00000150779.12|chr11	1506	1587	1215	2385	2097	2306	0.000460689709214895	0.0158950009619171	204	0.453330959828404	0.129425894056399	1799.1430912057	3.50262954050646
SDHD|ENSG00000204370.13|chr11	576	610	443	659	124	601	0.350447463013474	0.668630220399187	6108	-0.533943128062686	0.571843968185342	484.445194340665	-0.933721710411796
IL18|ENSG00000150782.12|chr11	1	33	0	1	0	3	0.0808663693774806	1	2366	-3.19048267880703	1.82764340873288	5.75858764036219	-1.74568116710416
TEX12|ENSG00000150783.10|chr11	0	0	0	0	0	15	0.151570325021963	1	3457	4.43644010620751	3.09373716723634	2.10622419335051	1.43400679061907
BCO2|ENSG00000197580.13|chr11	0	0	0	1	0	0	0.853865958661269	1	12365.5	0.751574209360629	4.0804728567969	0.137253259670737	0.184188018334376
PTS|ENSG00000150787.8|chr11	1388	1378	1308	2019	1201	1889	0.556409574890694	0.808953570806478	8835	0.0818660607923358	0.139184714979005	1488.57689644269	0.588182838932312
PLET1|ENSG00000188771.5|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
NCAM1|ENSG00000149294.17|chr11	466	378	360	470	247	522	0.327238833517111	0.645659854155019	5834	-0.221773210219101	0.226370646640182	398.242286414698	-0.979690668868436
TTC12|ENSG00000149292.17|chr11	53	82	97	118	66	90	0.993811229386063	1	14012	-0.00297852312383364	0.384000948297222	82.3313728482812	-0.00775655147999328
ANKK1|ENSG00000170209.5|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
DRD2|ENSG00000149295.14|chr11	0	0	0	1	6	0	0.281603958013923	1	5254	3.6665749800813	3.4053088877536	1.24956300373991	1.07672316989137
TMPRSS5|ENSG00000166682.13|chr11	0	0	0	6	4	0	0.193521230878972	1	4070	4.00065199866943	3.07687388562592	1.56505938740387	1.30023268661061
ZW10|ENSG00000086827.9|chr11	138	169	93	220	163	127	0.593605199650579	1	9251	0.165952757371025	0.310994876727836	147.827219035116	0.533618942913511
USP28|ENSG00000048028.12|chr11	285	335	210	309	246	389	0.909109227448375	0.974626616054139	13054	-0.0247982919724586	0.217219842595442	287.702348612059	-0.114162185535894
HTR3B|ENSG00000149305.8|chr11	0	0	10	0	0	0	0.154215679015785	1	3499.5	-4.5238911708598	3.17511116074705	1.94878791669097	-1.42479772890704
HTR3A|ENSG00000166736.12|chr11	3	17	37	9	5	6	0.0767814480013237	1	2288	-1.77873671199179	1.00512106648525	13.3583027232082	-1.76967409330276
ZBTB16|ENSG00000109906.15|chr11	23	33	35	57	34	26	0.802902618547546	1	11741	0.141264113649744	0.565979350310097	33.9085563851366	0.249592345678948
NNMT|ENSG00000166741.8|chr11	0	0	2	2	0	0	0.907119943994008	1	13031	-0.466454777103164	3.9979995040156	0.664264102679667	-0.116672044765052
C11orf71|ENSG00000180425.11|chr11	143	227	141	190	154	153	0.402553562310726	1	6831	-0.224534878866767	0.268239264551236	164.791480739198	-0.837069394901649
RBM7|ENSG00000076053.12|chr11	131	157	111	207	122	190	0.570886381044091	1	8996	0.153154944075715	0.270235329532441	147.665248720874	0.566746562489453
REXO2|ENSG00000076043.11|chr11	1874	2303	1736	2199	1933	2285	0.473734323426668	0.754996176875874	7792	-0.082657720845744	0.115376658855596	2019.32211250375	-0.716416315618892
NXPE1|ENSG00000095110.9|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
NXPE4|ENSG00000137634.10|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
NXPE2|ENSG00000204361.10|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CADM1|ENSG00000182985.18|chr11	1879	2362	1722	2707	2172	2866	0.115038757494117	0.390381858818088	2909	0.170085451534854	0.107926090011869	2222.10382417094	1.57594379186858
BUD13|ENSG00000137656.12|chr11	47	120	55	66	61	117	0.924904161430468	1	13202	-0.0402678938367833	0.427209004957736	74.5253929092162	-0.094258064248358
ZPR1|ENSG00000109917.11|chr11	627	830	705	853	590	743	0.17305413951952	0.482414035293417	3780	-0.202132076128791	0.148358649275963	711.409217327884	-1.36245562436205
APOA5|ENSG00000110243.12|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
APOA4|ENSG00000110244.7|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
APOC3|ENSG00000110245.12|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
APOA1|ENSG00000118137.10|chr11	0	2	2	0	0	0	0.444258661321047	1	7395	-3.04049059318187	3.97438510407097	0.693591119819014	-0.765021635690886
PAFAH1B2|ENSG00000168092.14|chr11	2329	2729	2100	3392	2482	3518	0.0938385219309098	0.347804195458209	2588	0.173503011901448	0.103553717505253	2678.6361114946	1.67548800836288
SIDT2|ENSG00000149577.16|chr11	46	80	79	58	42	61	0.176473158738554	1	3832	-0.570687944338807	0.422201960326864	60.4553997341434	-1.35169420790227
TAGLN|ENSG00000149591.17|chr11	43	33	28	14	8	37	0.104871511830542	1	2746	-1.09413332058882	0.674690537370223	27.1037939968582	-1.62168173404874
PCSK7|ENSG00000160613.15|chr11	150	254	153	243	56	237	0.383666529396924	0.695081603274861	6581	-0.320283755898209	0.36765183853414	173.441184737848	-0.871160490248622
RNF214|ENSG00000167257.11|chr11	71	118	104	103	73	130	0.635352110960523	1	9752	-0.162401575989025	0.342469605396682	97.3830731234881	-0.474207268119211
BACE1|ENSG00000186318.18|chr11	293	359	240	255	344	354	0.753872816147455	0.914415950379482	11167	-0.0755486752427723	0.240956274364146	304.530931000364	-0.313536866562766
CEP164|ENSG00000110274.16|chr11	36	100	57	87	21	121	0.991929813653008	1	13985	-0.00529016074274501	0.52301959695826	65.8501969809646	-0.0101146511020068
DSCAML1|ENSG00000177103.15|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TMPRSS13|ENSG00000137747.16|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
IL10RA|ENSG00000110324.12|chr11	0	9	0	0	0	0	0.262887520466934	1	4981.5	-4.0281012574005	3.59782851901601	1.36725091416369	-1.11959234191133
TMPRSS4|ENSG00000137648.19|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
SCN4B|ENSG00000177098.9|chr11	12	1	16	22	22	17	0.402419690410691	1	6817	0.794865041263442	0.949310677062613	14.9971065761402	0.837307596416105
SCN2B|ENSG00000149575.9|chr11	0	1	0	3	0	0	0.777598423037432	1	11485.5	1.13096102758395	4.0041094968821	0.56367654725262	0.282450074970377
JAML|ENSG00000160593.19|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
MPZL3|ENSG00000160588.10|chr11	38	61	21	66	41	42	0.792592910152244	1	11630	0.135133613517166	0.513923340360105	43.0160788418425	0.262945079362377
CD3E|ENSG00000198851.10|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CD3D|ENSG00000167286.11|chr11	0	0	0	2	0	0	0.708548033362949	1	10664	1.51434437831573	4.05114148076564	0.274506519341473	0.37380683580311
UBE4A|ENSG00000110344.10|chr11	493	516	388	607	627	665	0.170905652689644	0.478627971569743	3752	0.249571777934708	0.18226236507393	539.03730140686	1.36929956896738
ATP5MG|ENSG00000167283.9|chr11	7138	9269	7790	10196	10057	11150	0.12486685035966	0.406888747191192	3060	0.180865325423223	0.117853516799418	9089.33643878012	1.53466209863765
ENSG00000285827|ENSG00000285827.1|chr11	109	164	122	78	92	45	0.00726136579252108	1	627	-1.0281685210907	0.382985634782268	103.134550204726	-2.68461380196472
KMT2A|ENSG00000118058.24|chr11	266	290	233	328	178	177	0.0887082225844354	0.337716456863911	2493	-0.434768195827518	0.255407724732353	242.032084872901	-1.70225155203555
TTC36|ENSG00000172425.12|chr11	0	0	0	1	0	0	0.853865958661269	1	12365.5	0.751574209360629	4.0804728567969	0.137253259670737	0.184188018334376
TMEM25|ENSG00000149582.16|chr11	48	143	76	93	137	116	0.535428352371972	1	8563	0.250609918067061	0.404378505254548	99.9534492169805	0.619740947677985
IFT46|ENSG00000118096.10|chr11	208	301	256	268	273	282	0.708265049564084	0.891396153567209	10643	-0.0853717594638488	0.228152540883062	261.468827227813	-0.374187195695556
ARCN1|ENSG00000095139.15|chr11	544	641	488	736	465	916	0.557301864314597	0.808953570806478	8845	0.104411708313324	0.177917734768743	609.960881208022	0.586853853827662
PHLDB1|ENSG00000019144.20|chr11	72	77	129	64	18	78	0.021141244865599	1	1104	-1.11224088633925	0.482439301152667	73.3626646227053	-2.30545248631658
TREH|ENSG00000118094.12|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CXCR5|ENSG00000160683.5|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
BCL9L|ENSG00000186174.13|chr11	54	71	53	55	14	44	0.0675812533531516	1	2117	-0.92397061833093	0.505512788763381	47.5263970868202	-1.82778880944082
UPK2|ENSG00000110375.3|chr11	0	0	0	0	0	5	0.471487883136336	1	7729.5	2.85467913067739	3.96450022098095	0.702074731116836	0.720060277855414
FOXR1|ENSG00000176302.13|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CENATAC|ENSG00000186166.9|chr11	0	0	0	0	0	3	0.59589929695711	1	9289	2.1223710053548	4.0021575735204	0.421244838670102	0.530306707411298
TRAPPC4|ENSG00000196655.12|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
SLC37A4|ENSG00000137700.19|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
HYOU1|ENSG00000149428.21|chr11	0	9	0	0	0	0	0.262887520466934	1	4981.5	-4.0281012574005	3.59782851901601	1.36725091416369	-1.11959234191133
VPS11|ENSG00000160695.16|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
HMBS|ENSG00000256269.11|chr11	800	777	790	757	405	662	0.000334862208567394	0.0132936262316815	176	-0.629219852845559	0.175430384473674	693.398846106925	-3.58672105025217
H2AX|ENSG00000188486.4|chr11	2937	4294	2776	4114	2460	3810	0.18815558842932	0.501190512428948	4002	-0.163122444900818	0.123948046877399	3297.73986925046	-1.31605498440946
DPAGT1|ENSG00000172269.20|chr11	385	539	439	431	501	521	0.649498137082691	0.865216755666783	9956	-0.0906818778096434	0.199537864747772	464.557066338362	-0.454459497821483
C2CD2L|ENSG00000172375.14|chr11	92	171	109	118	81	110	0.139671945943478	1	3284	-0.466783644989142	0.316032019607654	111.066195419772	-1.47701377084715
HINFP|ENSG00000172273.13|chr11	81	96	27	98	54	97	0.853500382144649	1	12306	0.0828692917015231	0.44878131695326	72.0613254512796	0.184654058827841
ABCG4|ENSG00000172350.10|chr11	0	2	0	2	0	0	0.969301874072148	1	13741.5	-0.15496612703872	4.02677894241292	0.578340055822293	-0.0384838922759095
NLRX1|ENSG00000160703.16|chr11	108	111	110	128	50	55	0.0525184839756056	1	1808	-0.753596931687447	0.388680584855398	93.0382240351531	-1.93885920998038
PDZD3|ENSG00000172367.16|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CCDC153|ENSG00000248712.8|chr11	0	14	8	3	7	15	0.974854937597981	1	13802	0.0418292507569359	1.32707516543348	7.50154376249527	0.0315198805964188
CBL|ENSG00000110395.8|chr11	205	368	214	469	308	384	0.0935390131314597	0.347280054386659	2583	0.365540360948771	0.217970479672863	311.300536095226	1.67701773881209
MCAM|ENSG00000076706.17|chr11	318	415	275	310	133	345	0.0172844230721388	0.14476981443884	991	-0.602483782760123	0.25308054064933	291.698901248555	-2.38060097870159
RNF26|ENSG00000173456.5|chr11	584	511	390	631	373	697	0.808475046223729	0.936517938937313	11823	-0.0488140871786572	0.201383407103843	516.369145792638	-0.242393789442078
C1QTNF5|ENSG00000223953.6|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
USP2|ENSG00000036672.16|chr11	26	24	29	36	34	63	0.355818848396291	1	6186	0.510093551531619	0.552431037850988	34.2455758484009	0.923361499592662
THY1|ENSG00000154096.14|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
NECTIN1|ENSG00000110400.11|chr11	64	123	151	84	67	73	0.0363897485680221	1	1470	-0.81275437417546	0.388404641748936	94.2703332299779	-2.09254547143343
TRIM29|ENSG00000137699.17|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OAF|ENSG00000184232.9|chr11	335	469	319	493	478	446	0.425151493851779	0.727160224366266	7115	0.156100433194065	0.195733327024118	414.910355170752	0.797515862870047
POU2F3|ENSG00000137709.10|chr11	0	0	4	3	0	0	0.797654681357297	1	11685	-0.889846428894348	3.47076244181044	1.1912749456886	-0.2563835594666
TLCD5|ENSG00000181264.9|chr11	214	217	277	268	184	320	0.610162848948668	0.843594029331563	9468	-0.128193502868279	0.251438191936409	242.757797213991	-0.509841014529329
ARHGEF12|ENSG00000196914.9|chr11	371	423	208	409	312	384	0.810364310024634	0.937717436885398	11844	-0.0541782039028829	0.225783840769184	342.007837402147	-0.239956073553859
GRIK4|ENSG00000149403.13|chr11	10	3	6	22	4	9	0.627169232083404	1	9668	0.543075268836561	1.11809444892752	8.51823101375995	0.485715021085632
TBCEL|ENSG00000154114.13|chr11	46	139	59	52	59	74	0.223374840035526	1	4474	-0.541404856264994	0.444648064039567	69.6743322446877	-1.21760308893826
TECTA|ENSG00000109927.11|chr11	13	4	6	5	0	1	0.138041912950905	1	3249	-2.3010188767037	1.55146937948255	5.0324915386949	-1.48312232721676
SC5D|ENSG00000109929.10|chr11	684	754	621	771	497	734	0.072257464135822	0.305334652199865	2191	-0.269940958769069	0.150176401498312	664.384084434332	-1.79749252263248
SORL1|ENSG00000137642.13|chr11	193	149	147	245	144	209	0.877622783861275	0.96472629618779	12676	0.0418808052484184	0.271982507726441	177.011371767802	0.153983451356886
BLID|ENSG00000259571.2|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
UBASH3B|ENSG00000154127.10|chr11	66	112	60	87	87	95	0.985754942822954	1	13919	0.00650937803911416	0.364579533894607	82.4475388604447	0.0178544801173505
CRTAM|ENSG00000109943.9|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
JHY|ENSG00000109944.11|chr11	4	0	3	8	5	22	0.154521333025979	1	3508	1.97293176543166	1.38573740286816	6.44606081636284	1.42374144000742
BSX|ENSG00000188909.5|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
HSPA8|ENSG00000109971.14|chr11	1677	1780	1524	2015	1095	2248	0.34894305691267	0.667413283799471	6090	-0.145989381020246	0.155864756241544	1675.94606238819	-0.936641384111268
CLMP|ENSG00000166250.12|chr11	57	92	46	77	60	72	0.833543740062864	1	12082	-0.0836868935705136	0.398207910019016	65.3919044933227	-0.210158792592837
GRAMD1B|ENSG00000023171.20|chr11	29	11	10	47	46	37	0.0752078265553849	1	2257	1.16184903090094	0.653019565219052	29.2120861325351	1.77919482475414
ZNF202|ENSG00000166261.11|chr11	50	67	37	96	68	60	0.404130064410728	1	6845	0.351710502399369	0.421579834808188	60.9381350694983	0.834267850025113
TMEM225|ENSG00000204300.7|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR8D4|ENSG00000181518.4|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR10S1|ENSG00000196248.6|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR10G4|ENSG00000254737.3|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR10G8|ENSG00000234560.5|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR10G7|ENSG00000182634.9|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
VWA5A|ENSG00000110002.16|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR10D3|ENSG00000197309.5|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR8G3P|ENSG00000255425.6|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR8G1|ENSG00000197849.7|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR8G5|ENSG00000255298.5|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR8D1|ENSG00000196341.3|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR8B2|ENSG00000284680.3|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR8B3|ENSG00000284609.2|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR8B8|ENSG00000197125.3|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
OR8A1|ENSG00000196119.8|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PANX3|ENSG00000154143.3|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
TBRG1|ENSG00000154144.13|chr11	184	193	156	256	325	348	0.0151656900620886	0.136906708916662	917	0.614288356314678	0.25296032797474	238.350233645457	2.42839800704251
SIAE|ENSG00000110013.13|chr11	62	79	95	87	118	101	0.625597224466226	1	9649	0.18667340697377	0.382579917050107	90.0971218116092	0.487933105357753
SPA17|ENSG00000064199.7|chr11	135	174	149	152	158	163	0.591399854088507	1	9228	-0.146826098226304	0.273516682723994	153.734298259231	-0.53680856598596
VSIG2|ENSG00000019102.12|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
ESAM|ENSG00000149564.12|chr11	16	23	6	15	20	10	0.897424883334113	1	12930	-0.109781494417245	0.851580254327928	14.8233849651411	-0.128915030449931
MSANTD2|ENSG00000120458.13|chr11	29	55	40	96	31	43	0.678960645811641	1	10292	0.213758405317904	0.516472060117308	46.5299127262194	0.413881837614511
ROBO3|ENSG00000154134.15|chr11	150	93	103	141	144	111	0.966759563194967	1	13706	-0.0145403584052932	0.348917510201468	123.860406003476	-0.0416727678610841
ROBO4|ENSG00000154133.15|chr11	0	0	0	0	0	2	0.70316722453053	1	10577	1.54263442910499	4.04839339898992	0.280829892446734	0.381048548663744
HEPACAM|ENSG00000165478.7|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
HEPN1|ENSG00000221932.6|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
CCDC15|ENSG00000149548.15|chr11	6	19	11	17	11	9	0.883745075913251	1	12751	-0.132890745816947	0.908820302151039	11.7873769066611	-0.146223346356166
SLC37A2|ENSG00000134955.12|chr11	0	0	6	0	0	2	0.5340880361563	1	8543	-2.02401292267032	3.25520334036892	1.45010264246132	-0.621777723551037
TMEM218|ENSG00000150433.10|chr11	297	348	331	333	352	445	0.984152743926092	0.995538934513499	13896	0.00417785548195629	0.210334659224195	346.307755371361	0.0198628960978948
PKNOX2|ENSG00000165495.16|chr11	0	20	25	22	10	24	0.950129324978182	1	13505	0.0633604344739148	1.0130476883334	16.1536851521013	0.0625443749623982
FEZ1|ENSG00000149557.14|chr11	0	11	0	23	10	44	0.0256971001040255	1	1204	2.69157961093242	1.20657572830012	12.8600166303482	2.23075895511708
EI24|ENSG00000149547.15|chr11	2919	3806	2915	4247	3244	4872	0.180432318357421	0.491391781390282	3883	0.143423352792355	0.107078291539018	3560.04674995336	1.33942511344695
STT3A|ENSG00000134910.14|chr11	1064	1396	909	1251	935	1151	0.103050202412578	0.365500987028467	2725	-0.215805042306279	0.132376017354024	1094.67070241289	-1.63024274804351
CHEK1|ENSG00000149554.14|chr11	166	171	170	248	177	214	0.664816704615924	0.873466040319849	10121	0.106479584428933	0.245756532925653	187.022713847618	0.433272650624287
ACRV1|ENSG00000134940.14|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PATE1|ENSG00000171053.10|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PATE2|ENSG00000196844.9|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PATE3|ENSG00000236027.3|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
PATE4|ENSG00000237353.7|chr11	0	0	0	0	0	0	1	1	16790.5	NA	NA	0	NA
HYLS1|ENSG00000198331.11|chr11	21	55	14	26	31	25	0.711286706579955	1	10714	-0.240966417301567	0.651034387573321	27.8331774131481	-0.370128555266873
PUS3|ENSG00000110060.9|chr11	518	732	454	637	564	633	0.63159441052409	0.855892898489359	9718	-0.0805534535059721	0.168000325908982	577.329295547393	-0.479483912130109
DDX25|ENSG00000109832.14|chr11	0	0	13	0	0	1	0.144211940702298	1	3347	-3.93983743884663	2.69799332734324	2.67383923792163	-1.46028435241767
