rownames(readCount)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
KLF5|ENSG00000102554.14|chr13	375	364	307	588	437	394	0.0292206003516258	0.117136878425847	2756	0.343871881004258	0.157703401789656	405.466000014286	2.18049754857485
KLF12|ENSG00000118922.18|chr13	195	177	148	282	268	257	0.00293640442369985	0.0210336357467593	1494	0.545516374747704	0.183408884419038	218.19935743632	2.97431815517372
TBC1D4|ENSG00000136111.14|chr13	348	338	289	415	418	362	0.165659227834635	0.381976914332925	5108	0.201518956366269	0.145365951798734	358.201622969002	1.38628718673601
COMMD6|ENSG00000188243.14|chr13	2063	1810	1812	1761	1811	1662	0.00239651008722717	0.0180197814584333	1419	-0.208646379492879	0.0687215881568587	1810.82764790076	-3.0361111419113
UCHL3|ENSG00000118939.18|chr13	1148	1002	1045	1018	1031	1094	0.239289444520297	0.477901782519598	6040	-0.110500537984698	0.0939019840243583	1051.43582064523	-1.1767646779011
LMO7|ENSG00000136153.20|chr13	34	16	18	15	32	22	0.936849915138895	1	13792	-0.0466158822363067	0.588363674425093	22.539251651763	-0.0792297081934171
KCTD12|ENSG00000178695.6|chr13	1461	1583	1625	1575	1280	1428	0.0279421039339747	0.113570454794929	2715	-0.220515116608979	0.100320863641874	1489.35044887329	-2.19809826793533
ACOD1|ENSG00000102794.10|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CLN5|ENSG00000102805.16|chr13	236	244	221	305	205	169	0.482106020528921	0.705174970895231	8833	-0.148428488649572	0.211160059377303	228.24630509048	-0.702919335632305
FBXL3|ENSG00000005812.11|chr13	537	506	505	766	764	621	0.000947031604983072	0.00890428383832662	1132	0.380098606051081	0.114979053624723	609.19535379819	3.30580739768198
MYCBP2|ENSG00000005810.20|chr13	488	353	411	525	438	342	0.835915136446635	0.928044625583109	12862	-0.032282673128463	0.155863616439524	421.428679411933	-0.207121288892901
SCEL|ENSG00000136155.17|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
SLAIN1|ENSG00000139737.22|chr13	398	331	349	438	385	311	0.891665552992663	0.956343147556816	13371	-0.020426880487328	0.149980408355386	365.184147989064	-0.136196992069294
EDNRB|ENSG00000136160.17|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
POU4F1|ENSG00000152192.8|chr13	655	463	516	476	472	408	0.00724513044538313	0.0421578530088329	1851	-0.354832762371378	0.132135917924624	495.112255935179	-2.68536192085023
OBI1|ENSG00000152193.8|chr13	270	350	355	547	513	400	0.00476713606023008	0.0307929648991189	1663	0.476340789078051	0.168773821274488	401.486361235549	2.82236181820725
RBM26|ENSG00000139746.16|chr13	794	761	749	955	969	739	0.294705628257492	0.539305804640148	6706	0.112894218620069	0.107738444564258	820.238293778145	1.04785454325671
SPRY2|ENSG00000136158.12|chr13	109	99	69	114	167	127	0.0863428079921556	0.247810325894695	3953	0.473683741431011	0.276198307486584	112.708826977221	1.71501319375036
SLITRK1|ENSG00000178235.8|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
SLITRK6|ENSG00000184564.11|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
SLITRK5|ENSG00000165300.8|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
GPC5|ENSG00000179399.15|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
GPC6|ENSG00000183098.11|chr13	235	166	186	175	173	187	0.287780811721875	0.531995015487949	6619	-0.215204063069435	0.202449251476163	185.881526275465	-1.06300251297681
DCT|ENSG00000080166.16|chr13	2	0	0	0	0	2	0.985848222035084	1	14289	0.0663135502936883	3.7385962211312	0.656279044362095	0.0177375534482361
TGDS|ENSG00000088451.11|chr13	150	146	121	383	313	264	1.23714115359269e-08	5.52641915320075e-07	237	1.10725981125045	0.194442792646186	224.66135436494	5.69452740408463
GPR180|ENSG00000152749.8|chr13	655	519	605	556	729	636	0.849657790141082	0.934967989213557	12981	0.0250238205547907	0.132013452757896	612.473604592979	0.189555079668151
SOX21|ENSG00000125285.6|chr13	40	28	12	31	45	21	0.721007235448414	0.861628627357321	11586	0.19746829480073	0.552957499713783	28.932073591542	0.357112969627759
ABCC4|ENSG00000125257.16|chr13	584	611	667	633	599	459	0.0734760603314856	0.221874230099669	3739	-0.240144643160503	0.13416934426014	589.931485214592	-1.78986224077304
CLDN10|ENSG00000134873.10|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
DZIP1|ENSG00000134874.18|chr13	570	454	479	496	592	530	0.871043151514162	0.946304140080086	13178	0.0209475893396904	0.129040374297998	516.21656620643	0.162333606467347
DNAJC3|ENSG00000102580.15|chr13	462	389	424	1028	894	1009	3.77671396147987e-22	7.68924436734373e-20	52	1.1135298921363	0.115069860614952	688.874662820286	9.67699001446092
UGGT2|ENSG00000102595.21|chr13	97	132	126	120	99	105	0.381697116635936	0.621876670419268	7713	-0.233700993380143	0.267155981138444	113.212452236391	-0.874773577534228
HS6ST3|ENSG00000185352.9|chr13	175	145	184	137	88	112	0.00605376642408281	0.0371113058087809	1754	-0.672410645210743	0.244971293041175	140.234799451692	-2.74485486386245
OXGR1|ENSG00000165621.9|chr13	7	5	0	0	0	1	0.115788269675831	1	4403	-3.54003842385502	2.25093033040341	2.17291258939887	-1.57270013027039
MBNL2|ENSG00000139793.20|chr13	185	208	190	323	363	350	2.51501462995294e-05	0.000441566498960394	604	0.736619161485927	0.174825737519599	266.684827564606	4.21344804224463
RAP2A|ENSG00000125249.7|chr13	722	535	529	650	690	610	0.724715381134191	0.863449760603616	11625	0.0426068752281234	0.120985940025118	616.483651872999	0.352163856554554
IPO5|ENSG00000065150.21|chr13	2312	2111	2431	2343	2654	2505	0.624981294944829	0.806397400674806	10490	0.0398499804517156	0.0815256747385841	2379.54464318445	0.488802829041236
FARP1|ENSG00000152767.17|chr13	636	492	520	480	359	517	0.0190394376937583	0.0864419889864018	2409	-0.362203089354655	0.154473555083118	499.194076990075	-2.34475790474145
RNF113B|ENSG00000139797.8|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
STK24|ENSG00000102572.15|chr13	1491	1495	1468	1553	1478	1606	0.70550741433438	0.854014063064039	11434	-0.0326545489626689	0.0864113349113318	1508.73391809085	-0.377896591878558
SLC15A1|ENSG00000088386.17|chr13	2	3	0	7	0	6	0.46278370954363	1	8587	1.29720198080178	1.76665336225807	2.9510845768694	0.734270801796532
DOCK9|ENSG00000088387.22|chr13	24	50	41	68	70	58	0.10420741006794	0.281224534894031	4246	0.657680887696859	0.404779124015643	51.3842713088942	1.6247895424356
UBAC2|ENSG00000134882.16|chr13	747	637	586	760	646	699	0.938624378598284	0.974954787826056	13813	0.00881499763875927	0.114482046813275	673.847884939633	0.0769989520988989
GPR18|ENSG00000125245.14|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
GPR183|ENSG00000169508.7|chr13	0	4	1	0	0	0	0.310365651120795	1	6881	-3.32465261035607	3.27727926100895	0.890723861341897	-1.01445508471333
TM9SF2|ENSG00000125304.10|chr13	1725	1719	1797	1570	1399	1249	1.72226498435337e-06	4.7068859193106e-05	387	-0.41024975536057	0.0857626245682121	1573.64172202772	-4.78354944739679
ZIC5|ENSG00000139800.9|chr13	561	587	422	592	754	638	0.0863485682653755	0.247810325894695	3954	0.248322628481481	0.144796074225695	587.209431653431	1.71498177564136
ZIC2|ENSG00000043355.12|chr13	1507	1378	1391	1802	1485	1407	0.633488117524559	0.811953837800546	10580	0.0408045547165761	0.0855758821588865	1482.64558230803	0.476823068453041
PCCA|ENSG00000175198.17|chr13	93	77	69	86	47	115	0.954707888618525	0.981123112531453	13971	-0.0201915875223406	0.355512211270861	80.9038816728078	-0.0567957636396261
GGACT|ENSG00000134864.11|chr13	28	46	21	54	5	18	0.532351272806004	0.743339874069793	9394	-0.422182240506178	0.676118164037349	28.5501542461112	-0.624420793526938
TMTC4|ENSG00000125247.16|chr13	308	217	249	234	174	190	0.0167144547765166	0.0787871472479883	2311	-0.458011217424229	0.191401889353437	227.486661320843	-2.39292944793496
NALCN|ENSG00000102452.18|chr13	0	0	7	0	0	0	0.232673177464595	1	5964.5	-3.80028645748844	3.18414991300657	1.23700359474274	-1.19350111059944
ITGBL1|ENSG00000198542.15|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
FGF14|ENSG00000102466.16|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TPP2|ENSG00000134900.13|chr13	363	405	373	606	458	458	0.0336427268931856	0.130000123944814	2866	0.316842893731116	0.149149705417888	439.489261638136	2.12432798873712
METTL21C|ENSG00000139780.8|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CCDC168|ENSG00000175820.4|chr13	1	6	0	1	0	0	0.285052992247221	1	6590	-2.82906071257646	2.64636367295105	1.38423556977984	-1.06903701161438
TEX30|ENSG00000151287.17|chr13	507	435	438	567	539	510	0.24998839537099	0.490934361304521	6160	0.138357013327827	0.120270959068319	494.780298246968	1.15037756744946
POGLUT2|ENSG00000134901.13|chr13	184	198	163	172	251	214	0.528007201096593	0.740115796200575	9353	0.135318141419007	0.214432983782756	195.882372139411	0.631050965350085
BIVM-ERCC5|ENSG00000270181.3|chr13	171	163	149	203	189	189	0.375721859464569	0.617382792461375	7640.5	0.176068726490871	0.198766599684999	175.845839417779	0.885806401930208
BIVM|ENSG00000134897.14|chr13	696	770	566	822	776	703	0.496034153323404	0.716617608283418	8987	0.0848361178741792	0.124622836960875	716.778247530747	0.680742951637455
ERCC5|ENSG00000134899.24|chr13	171	163	149	203	189	189	0.375721859464569	0.617382792461375	7640.5	0.176068726490871	0.198766599684999	175.845839417779	0.885806401930208
SLC10A2|ENSG00000125255.7|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
EFNB2|ENSG00000125266.8|chr13	1165	998	1091	2146	1577	1821	1.59403769060911e-11	1.14027547503234e-09	148	0.678360026041462	0.100660779858	1445.36769200853	6.73906984426716
ARGLU1|ENSG00000134884.15|chr13	1712	1652	1821	2464	2194	2285	3.94022124365158e-05	0.000654868482049283	638	0.328001463296306	0.0797871254476533	2003.25834903573	4.11095726855708
NALF1|ENSG00000204442.4|chr13	6	0	0	0	6	5	0.651610182888743	1	10834	0.89383330355742	1.97958137220836	2.74836054129903	0.451526426802192
LIG4|ENSG00000174405.15|chr13	186	165	190	213	209	199	0.574711482213909	0.774105656768277	9923	0.107425930109674	0.191446991291955	192.231389724781	0.561126238572486
ABHD13|ENSG00000139826.6|chr13	242	236	194	332	307	272	0.0422817750494387	0.152050663195791	3095	0.34646080858392	0.170608486912874	260.754470476568	2.03073607212078
TNFSF13B|ENSG00000102524.12|chr13	3	4	2	1	0	0	0.157533085974781	1	5013	-3.16017000566027	2.23583664163599	1.69808121709852	-1.41341721788222
MYO16|ENSG00000041515.16|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
IRS2|ENSG00000185950.9|chr13	1067	900	925	1390	1384	1118	0.000221975410603428	0.00279162299518551	847	0.336668084875406	0.0911737895393364	1116.54197620998	3.69259725384292
COL4A1|ENSG00000187498.16|chr13	428	389	371	143	100	142	7.35989605613928e-20	1.23681300867217e-17	63	-1.71263789454662	0.187743482239019	264.896575420705	-9.12222290820319
COL4A2|ENSG00000134871.19|chr13	392	342	376	141	104	108	2.59837909328438e-21	4.82614727378977e-19	57	-1.74568503801771	0.184187808364496	246.239990323561	-9.47774477322137
RAB20|ENSG00000139832.5|chr13	33	37	79	72	53	27	0.839827766812403	0.930056536686117	12892	-0.0948606689413909	0.469342881272115	49.8843382371415	-0.202113790847917
NAXD|ENSG00000213995.12|chr13	340	395	383	643	505	609	0.000208024766439178	0.00265985290131833	834	0.556593437416658	0.150062942478771	474.555259134708	3.70906653050201
CARS2|ENSG00000134905.17|chr13	602	483	485	467	489	529	0.214933232224007	0.445390121267481	5766	-0.163028112344415	0.131462198335718	506.591528171994	-1.24011399785121
ING1|ENSG00000153487.13|chr13	391	305	312	428	419	488	0.0315786428489706	0.124264555903935	2809	0.323890414449713	0.150667453638707	386.714925020383	2.14970391167813
ANKRD10|ENSG00000088448.14|chr13	278	146	196	253	241	262	0.315481085022188	0.559651180819354	6940	0.211569429646022	0.210771148914096	226.417071998208	1.00378742885845
ARHGEF7|ENSG00000102606.20|chr13	318	301	341	350	245	322	0.368857350871203	0.611425511957931	7567	-0.157970166700157	0.175792780765371	311.843003281803	-0.898615779398803
TEX29|ENSG00000153495.11|chr13	10	0	0	0	5	0	0.663726218580908	1	10962	-1.01072329323926	2.32470768613013	2.37789676638624	-0.434774358629913
SOX1|ENSG00000182968.5|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
SPACA7|ENSG00000153498.12|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TUBGCP3|ENSG00000126216.15|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
MCF2L|ENSG00000126217.21|chr13	76	55	47	27	99	36	0.633588694958378	0.81198444661958	10581	-0.219907622793197	0.46132997627983	56.1141886730188	-0.476681841848941
F7|ENSG00000057593.14|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
F10|ENSG00000126218.12|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PROZ|ENSG00000126231.15|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
PCID2|ENSG00000126226.22|chr13	571	530	537	761	637	712	0.0190405892430612	0.0864419889864018	2410	0.275075762955237	0.117316337052008	619.089769082366	2.34473535287155
CUL4A|ENSG00000139842.15|chr13	533	507	498	516	444	539	0.34677717426044	0.589582454455641	7319	-0.125353784343447	0.133233351880764	504.370085097027	-0.94085889586889
LAMP1|ENSG00000185896.11|chr13	2805	2143	2312	2164	2094	2259	0.00264647217655921	0.0194415286636187	1456	-0.238743998880671	0.0794206127756556	2284.56573134483	-3.00607097498814
GRTP1|ENSG00000139835.14|chr13	45	53	65	50	58	39	0.506512889799521	0.724376416742934	9095	-0.253828776754151	0.382112714584111	51.5955783217001	-0.664277233042131
ADPRHL1|ENSG00000153531.15|chr13	3	10	1	1	1	5	0.470806331775478	1	8663	-1.07930549061077	1.49660816153883	3.59768494563619	-0.72116771667276
DCUN1D2|ENSG00000150401.15|chr13	133	113	143	286	175	251	0.000770285581744972	0.00765010642958163	1072	0.781666408727129	0.23241350852672	180.944305896915	3.3632572120362
TMCO3|ENSG00000150403.18|chr13	199	239	185	159	147	167	0.0210418650299435	0.0926279522128949	2489	-0.490360888122671	0.212532069877789	183.049006680883	-2.3072324492235
TFDP1|ENSG00000198176.13|chr13	2202	1954	2233	2139	2004	2076	0.086560197565149	0.248215821132782	3958	-0.129325231351286	0.0754598368715623	2092.06339791445	-1.71382866320539
ATP4B|ENSG00000186009.5|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
GRK1|ENSG00000185974.7|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TMEM255B|ENSG00000184497.13|chr13	7	2	3	3	0	10	0.946246775678204	1	13890	0.0973517132118303	1.44394357213105	4.15594834092351	0.0674207185729241
GAS6|ENSG00000183087.15|chr13	324	266	288	248	171	258	0.0185163697484444	0.0850467707274538	2381	-0.458877441966656	0.194841898998308	258.87438922762	-2.35512712781885
C13orf46|ENSG00000283199.3|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RASA3|ENSG00000185989.11|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CFAP97D2|ENSG00000283361.3|chr13	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
CDC16|ENSG00000130177.16|chr13	1052	841	1006	1294	1175	1081	0.0343455325880229	0.131506746296347	2894	0.201291400334064	0.0951286442638603	1063.78639977457	2.11599147545652
UPF3A|ENSG00000169062.15|chr13	74	97	83	100	59	130	0.772639993613713	0.892032673106694	12051	0.0980276125086181	0.339285815102917	90.5349460425471	0.288923403646813
CHAMP1|ENSG00000198824.8|chr13	644	468	634	880	816	729	0.00186218888221811	0.0148792405253156	1335	0.383685144766067	0.123316945365963	686.327423418944	3.11137405834551
OR4N2|ENSG00000176294.6|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
OR4Q3|ENSG00000182652.4|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
OR4M1|ENSG00000176299.5|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
OR4K2|ENSG00000165762.3|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
OR4K1|ENSG00000155249.5|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
OR4Q2|ENSG00000196383.7|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
OR4K14|ENSG00000169484.4|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
OR4K13|ENSG00000176253.4|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
OR4K17|ENSG00000176230.7|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
OR4N5|ENSG00000184394.3|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
OR11G2|ENSG00000196832.5|chr14	3	0	0	0	0	0	0.54259064791049	1	9528.5	-2.43606524396671	4.00076331628052	0.476130869800825	-0.608900115148901
OR11H4|ENSG00000176198.4|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
TTC5|ENSG00000136319.12|chr14	287	248	251	243	268	231	0.302499821990759	0.546140111769469	6802	-0.172495673504376	0.167294904901818	253.244873465005	-1.03108742974336
CCNB1IP1|ENSG00000100814.18|chr14	496	582	512	946	893	935	4.17818422155306e-09	2.09641878452996e-07	211	0.708161096364141	0.120497446778421	718.906771988241	5.87698009623685
PARP2|ENSG00000129484.14|chr14	249	166	229	349	297	327	0.00491251818322112	0.0315205030337952	1676	0.510639226331196	0.181546740468216	265.919020606715	2.81271492406989
TEP1|ENSG00000129566.13|chr14	54	54	60	77	45	62	0.920587440022067	0.967808635113625	13651	0.0360073361776156	0.361179370884298	58.3315230288262	0.0996937784388311
KLHL33|ENSG00000185271.9|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
OSGEP|ENSG00000092094.11|chr14	318	278	267	312	314	282	0.916448538220957	0.966310383108015	13611	-0.0162241087594728	0.154650318488947	292.92489801088	-0.104908343661978
APEX1|ENSG00000100823.12|chr14	2019	1802	1842	2100	2040	1818	0.783772584451022	0.897557966080951	12160	-0.0184521010254826	0.0672437804314569	1922.74660213208	-0.274406062643834
PIP4P1|ENSG00000165782.11|chr14	161	167	154	243	214	204	0.0646540343019982	0.202215985963976	3592	0.360799154252111	0.19527538275391	188.532194864017	1.84764279636208
PNP|ENSG00000198805.13|chr14	1756	1630	1517	1772	1914	1704	0.537013720893599	0.747091230368007	9445	0.0465425740165884	0.0753927229278721	1702.94832528791	0.617335098257633
RNASE10|ENSG00000182545.7|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RNASE9|ENSG00000188655.10|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RNASE11|ENSG00000173464.15|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RNASE12|ENSG00000258436.2|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ANG|ENSG00000214274.10|chr14	30	23	33	30	40	43	0.506509464022957	0.724376416742934	9094	0.310549539198655	0.467496131138992	32.9456077045046	0.664282586557545
RNASE4|ENSG00000258818.4|chr14	35	46	27	50	45	40	0.599990560958288	0.789080753896322	10187	0.223819257525817	0.426798713555243	40.1571623701578	0.524414086587556
ENSG00000259171|ENSG00000259171.1|chr14	35	40	27	50	45	40	0.465570752583215	0.694322800056134	8619	0.309051468122395	0.42352954459637	39.0861487770184	0.729704626431495
EDDM3A|ENSG00000181562.5|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
EDDM3B|ENSG00000181552.4|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RNASE6|ENSG00000169413.3|chr14	0	0	0	0	0	4	0.474569940256044	1	8730.5	2.83854148541156	3.96963674474471	0.677716928989757	0.715063283603827
RNASE1|ENSG00000129538.14|chr14	0	2	0	0	0	0	0.619503544925188	1	10388	-2.00268770568795	4.0331714166679	0.357004531046467	-0.496554075884659
RNASE3|ENSG00000169397.4|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RNASE2|ENSG00000169385.3|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
METTL17|ENSG00000165792.18|chr14	598	648	531	861	687	818	0.0126283499592197	0.0643699282707073	2131	0.321311951619035	0.12882976565821	684.696531406235	2.49408162762235
SLC39A2|ENSG00000165794.10|chr14	1	0	0	0	0	0	0.796339065306535	1	12334.5	-1.05312069398729	4.0804728567969	0.158710289933608	-0.258087905727174
NDRG2|ENSG00000165795.25|chr14	212	160	151	177	118	135	0.109804762401178	0.291208171227774	4323	-0.368543477803715	0.230473450052259	157.775128799134	-1.59907129311488
TPPP2|ENSG00000179636.15|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RNASE13|ENSG00000206150.4|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RNASE7|ENSG00000165799.5|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
RNASE8|ENSG00000173431.2|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
ZNF219|ENSG00000165804.16|chr14	217	200	201	212	242	253	0.565403444705028	0.767623271235205	9834	0.107525535157838	0.187054872472248	219.55675717496	0.574834184946404
TMEM253|ENSG00000232070.9|chr14	21	35	3	17	0	6	0.149250687051439	1	4876	-1.46916074319323	1.01870601545759	13.7539138471667	-1.44218324119084
OR5AU1|ENSG00000169327.5|chr14	0	0	0	0	0	0	1	1	16968.5	NA	NA	0	NA
HNRNPC|ENSG00000092199.19|chr14	8821	7919	7826	8844	8285	7993	0.174077186808837	0.393037998879325	5223	-0.058025427917851	0.0426902698028792	8227.60757539638	-1.35921904887885
