rownames(tcReadCount)	DMSO.P0.1	DMSO.P0.2	DMSO.P0.3	DMSO.L10a.1	DMSO.L10a.2	DMSO.L10a.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
NUP98|ENSG00000110713.18|chr11	46	113	95	135	24	134	0.873714160294323	1	11684	-0.0775831089890944	0.488120541587497	86.0685765895275	-0.158942520093036
PGAP2|ENSG00000148985.20|chr11	23	38	16	48	6	20	0.664899505389887	1	9070	-0.31996832412193	0.738686189376576	23.6968953645928	-0.4331586656466
RHOG|ENSG00000177105.10|chr11	320	357	354	326	92	267	0.00213565783168186	0.0702598056969713	181	-0.875988780493212	0.285274381113547	282.299728710815	-3.07068856682417
STIM1|ENSG00000167323.13|chr11	64	74	128	106	100	83	0.790975239151514	1	10629	-0.10488891365698	0.395740879049871	92.8856241451789	-0.265044424798385
RRM1|ENSG00000167325.15|chr11	946	1131	684	1248	917	1065	0.856309208390294	0.969616157794904	11491	0.0254869524570535	0.140754064955301	972.693985886846	0.181074361618952
OR52B4|ENSG00000221996.6|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TRIM21|ENSG00000132109.10|chr11	11	31	70	43	17	44	0.53870346971346	1	7477	-0.412771138976286	0.671418469497543	35.637825397788	-0.614774775685251
OR52K2|ENSG00000181963.5|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR52K1|ENSG00000196778.4|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR52I2|ENSG00000226288.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TRIM68|ENSG00000167333.13|chr11	29	29	40	10	40	46	0.745643859965106	1	10008	-0.21258659460994	0.655345482998786	32.8660058750592	-0.324388586058711
OR51D1|ENSG00000197428.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR51E1|ENSG00000180785.10|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR51E2|ENSG00000167332.9|chr11	0	0	0	0	0	3	0.59589929695711	1	8149	2.1223710053548	4.0021575735204	0.421244838670102	0.530306707411298
OR51C1P|ENSG00000197674.8|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MMP26|ENSG00000167346.9|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR51F2|ENSG00000176925.8|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR51A7|ENSG00000176895.9|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR51G2|ENSG00000176893.6|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR51A4|ENSG00000205497.5|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR51L1|ENSG00000176798.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR52A5|ENSG00000171944.2|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR52A1|ENSG00000182070.7|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
HBB|ENSG00000244734.4|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
HBD|ENSG00000223609.11|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
HBG1|ENSG00000213934.9|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ENSG00000284931|ENSG00000284931.1|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
HBG2|ENSG00000196565.15|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
HBE1|ENSG00000213931.7|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR51M1|ENSG00000184698.5|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR51Q1|ENSG00000167360.6|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR51I2|ENSG00000187918.6|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR52D1|ENSG00000181609.5|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
UBQLN3|ENSG00000175520.9|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
UBQLNL|ENSG00000175518.8|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TRIM6|ENSG00000121236.21|chr11	23	9	3	15	17	0	0.822638176754053	1	10971	-0.27036279252009	1.20615237614242	11.4594628311145	-0.224153098619909
TRIM6-TRIM34|ENSG00000258588.3|chr11	0	0	0	0	2	0	0.637612825571267	1	8704	1.89280019873528	4.01835063776712	0.370769914689725	0.47103908278822
TRIM34|ENSG00000258659.7|chr11	0	0	0	0	2	0	0.637612825571267	1	8704	1.89280019873528	4.01835063776712	0.370769914689725	0.47103908278822
TRIM5|ENSG00000132256.20|chr11	6	16	8	19	5	3	0.733469721221329	1	9895	-0.367804436180125	1.08014583830546	9.06669732486465	-0.340513681705368
TRIM22|ENSG00000132274.17|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR56B1|ENSG00000181023.8|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR52N4|ENSG00000181074.5|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR56B2P|ENSG00000181017.7|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR52N5|ENSG00000181009.5|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR52N1|ENSG00000181001.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR52N2|ENSG00000180988.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR52E6|ENSG00000205409.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR52E4|ENSG00000180974.5|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR52E5|ENSG00000277932.2|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR56A3|ENSG00000184478.8|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR52L1|ENSG00000183313.4|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR56A4|ENSG00000183389.5|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR56A1|ENSG00000180934.7|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR56B4|ENSG00000180919.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
C11orf42|ENSG00000180878.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FHIP1B|ENSG00000051009.11|chr11	41	79	51	57	58	38	0.489547755089739	1	6849	-0.316570331025467	0.458114855600928	53.5120581434388	-0.691028302520792
CNGA4|ENSG00000132259.13|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CCKBR|ENSG00000110148.10|chr11	0	8	0	10	3	2	0.666022746320107	1	9082	0.833537348822582	1.93121488338225	3.42485150711197	0.431612947888409
CAVIN3|ENSG00000170955.10|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SMPD1|ENSG00000166311.10|chr11	9	20	20	22	17	22	0.887275762308776	1	11880	0.103705567901739	0.731597725557451	17.8776817135134	0.141752173740998
APBB1|ENSG00000166313.20|chr11	16	22	6	47	16	7	0.583035307489846	1	7988	0.468221439437276	0.852929959648001	17.9007878383147	0.54895649301674
HPX|ENSG00000110169.12|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TRIM3|ENSG00000110171.21|chr11	0	0	0	3	0	0	0.601220223609719	1	8238	2.09273436525422	4.00410998538892	0.41175977901221	0.522646573868013
ARFIP2|ENSG00000132254.13|chr11	6	39	13	13	7	9	0.202044588231684	1	3289	-1.14592022267017	0.89823394222318	13.9249169867451	-1.27574807497694
TIMM10B|ENSG00000132286.12|chr11	225	198	180	365	270	386	0.0133138689679462	0.195347394508785	496	0.528475491233299	0.213502901627079	261.547392886949	2.47526140022385
DNHD1|ENSG00000179532.13|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RRP8|ENSG00000132275.11|chr11	122	174	121	165	120	153	0.611665295906565	1	8372	-0.134804751398157	0.265521641134088	139.184336155736	-0.507697793755656
ILK|ENSG00000166333.14|chr11	25	14	20	34	5	11	0.49147986926337	1	6871	-0.567043125658072	0.824242122032976	17.8334153649295	-0.687956985575394
TAF10|ENSG00000166337.11|chr11	89	179	116	169	66	67	0.136219225928313	1	2441	-0.565675388270394	0.379643056671098	111.266471732545	-1.49001905429411
TPP1|ENSG00000166340.18|chr11	1	16	28	34	35	20	0.357830304293493	1	5186	0.790510621315494	0.859711115176642	22.0374939090117	0.919507270943066
DCHS1|ENSG00000166341.9|chr11	5	0	0	0	0	0	0.381239284347363	1	5468	-3.46504196926073	3.95726587578282	0.934180950439089	-0.875615154004602
MRPL17|ENSG00000158042.9|chr11	808	1015	521	834	646	896	0.285382925328692	0.678953389016453	4324	-0.177009848916098	0.165692230637188	766.730704640885	-1.0683050631607
OR2AG2|ENSG00000188124.4|chr11	2	0	5	3	0	0	0.53730156603307	1	7461	-1.67081563380132	2.70841180708989	1.75982611753333	-0.616898667118335
OR2AG1|ENSG00000279486.6|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR6A2|ENSG00000184933.6|chr11	0	9	1	0	0	0	0.173869496579523	1	2928	-4.22006423818944	3.10327373242555	1.56212970583279	-1.35987495853
OR10A2|ENSG00000170790.6|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR10A4|ENSG00000170782.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ZNF215|ENSG00000149054.16|chr11	47	58	54	82	35	75	0.972456871771526	1	12881	0.0148434490039563	0.429907815836623	56.3902900090256	0.0345270508168599
ZNF214|ENSG00000149050.10|chr11	12	25	26	21	2	47	0.850203309003991	1	11276	-0.16162898677476	0.855818179183823	20.959392910734	-0.188859024856077
NLRP14|ENSG00000158077.5|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
RBMXL2|ENSG00000170748.7|chr11	0	0	2	0	0	0	0.586453223585808	1	8037.5	-2.19101100775853	4.02772019280886	0.389757583338194	-0.543982924054751
SYT9|ENSG00000170743.17|chr11	22	36	31	54	32	78	0.211292737928619	1	3421	0.640816221242324	0.512645332060084	39.9170028430068	1.25001864089385
OLFML1|ENSG00000183801.8|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PPFIBP2|ENSG00000166387.14|chr11	0	0	4	7	0	2	0.784046869848944	1	10533	0.703432379788752	2.5668112591574	2.02111787681828	0.274049125068769
CYB5R2|ENSG00000166394.15|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR5P3|ENSG00000182334.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR10A6|ENSG00000279000.4|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OR10A3|ENSG00000170683.7|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
NLRP10|ENSG00000182261.5|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
EIF3F|ENSG00000175390.15|chr11	86	188	126	152	191	208	0.331296163317096	0.72197607254223	4860	0.299840822117924	0.308634939947917	154.660323664337	0.971506408731699
TUB|ENSG00000166402.9|chr11	59	33	16	105	88	109	0.00722236197109093	1	350	1.26588523477691	0.471217546061674	65.1853468839426	2.68641362223643
RIC3|ENSG00000166405.16|chr11	1	0	0	0	0	0	0.773946551284644	1	10379	-1.17197914228186	4.0804728567969	0.186836190087818	-0.287216502452572
LMO1|ENSG00000166407.14|chr11	0	0	6	0	12	6	0.484844984534137	1	6787	1.40270630069099	2.00807935395307	4.23638191549313	0.698531309497131
STK33|ENSG00000130413.16|chr11	5	22	17	43	21	25	0.270188539343312	1	4120	0.807677806276774	0.732502220617751	20.8946372357707	1.10262847475824
TRIM66|ENSG00000166436.17|chr11	14	11	11	6	2	17	0.421369517015592	1	5972	-0.827188451287022	1.02878051984701	10.0118013787454	-0.804047544961322
RPL27A|ENSG00000166441.13|chr11	860	1115	865	1344	1175	1180	0.155452929214007	0.54469793053852	2682	0.186326327066545	0.131166604190611	1066.62181727861	1.4205317597136
DENND2B|ENSG00000166444.19|chr11	8	6	22	8	1	4	0.11636639795429	1	2161	-1.82837566337486	1.16441516402881	8.53859436646936	-1.57020942345751
AKIP1|ENSG00000166452.12|chr11	232	212	157	214	131	244	0.293324075718234	0.691226472013953	4405	-0.268588718244274	0.25559006507046	194.067195119605	-1.05085742738174
ASCL3|ENSG00000176009.4|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TMEM9B|ENSG00000175348.11|chr11	108	110	75	103	87	159	0.925358204476744	1	12358	0.0310586604204588	0.331516969519621	104.096615895716	0.0936864874985548
NRIP3|ENSG00000175352.12|chr11	29	43	25	46	36	66	0.421842650154931	1	5975	0.402024167467988	0.500510309880225	39.0775351986229	0.8032285440118
SCUBE2|ENSG00000175356.14|chr11	0	0	9	0	0	0	0.181650722233942	1	3024.5	-4.37167724510594	3.27297372576107	1.75390912502187	-1.33568968510109
DENND5A|ENSG00000184014.9|chr11	34	51	31	60	66	100	0.0788491583573434	1	1631	0.77269462581019	0.439679838460133	54.6535255723306	1.75740290597894
TMEM41B|ENSG00000166471.11|chr11	138	195	170	186	164	151	0.44403509397852	0.798842770737979	6275	-0.201662540137421	0.263474383332039	165.671454805788	-0.765397142549828
IPO7|ENSG00000205339.10|chr11	325	450	432	557	495	565	0.229728786347844	0.633107277035844	3635	0.214496827339221	0.178589931093405	460.822009626285	1.20105778655033
ZNF143|ENSG00000166478.10|chr11	83	182	81	123	77	125	0.415285469940187	1	5880	-0.277811976258771	0.341029390805488	107.650098655216	-0.814627664796276
WEE1|ENSG00000166483.12|chr11	230	284	205	337	312	398	0.0859868765195621	0.430547844261446	1728	0.341821192124996	0.199085373738078	286.046441990175	1.71695783425408
SWAP70|ENSG00000133789.15|chr11	112	121	99	106	93	100	0.245608190169977	1	3826	-0.356553220737515	0.307086791405827	104.431723802673	-1.16108289485599
SBF2|ENSG00000133812.18|chr11	0	23	11	16	7	32	0.641657309956117	1	8764	0.498734212324935	1.07166434493515	13.6247775131831	0.465382854885516
ADM|ENSG00000148926.10|chr11	63	121	118	199	219	183	0.0108817953604328	0.173348714765383	439	0.813973586106401	0.319647574777336	146.756945841453	2.54647195954297
AMPD3|ENSG00000133805.16|chr11	8	0	5	7	8	0	0.993065750028375	1	13105	-0.0148345748058461	1.70690835363984	4.91293595550208	-0.00869090292645914
RNF141|ENSG00000110315.7|chr11	30	86	53	57	65	52	0.826403149898133	1	11016	-0.102553544936411	0.467604256794566	56.1735389620351	-0.219316961824549
LYVE1|ENSG00000133800.9|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
IRAG1|ENSG00000072952.20|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CTR9|ENSG00000198730.9|chr11	98	89	36	102	120	144	0.173039542945429	1	2920	0.535818524875924	0.393260752434259	95.3119551260536	1.36250190632867
EIF4G2|ENSG00000110321.19|chr11	1854	2111	1689	2224	2052	2452	0.662163155552487	0.90214509873014	9039	0.0473499663138746	0.108370040699663	2026.1995034265	0.436928564464604
ZBED5|ENSG00000236287.8|chr11	129	115	109	145	140	180	0.530442105954718	1	7361	0.180012004992567	0.286948876673605	133.944392161651	0.627331276146884
GALNT18|ENSG00000110328.6|chr11	49	74	28	62	81	82	0.334054319999023	1	4891	0.429404980380344	0.444527937255502	60.8933295656638	0.965979738037328
CSNK2A3|ENSG00000254598.3|chr11	7	0	13	0	5	0	0.277882377173443	1	4219	-2.09671749792209	1.93230057789676	4.7682024090373	-1.08508868749824
USP47|ENSG00000170242.19|chr11	178	171	146	212	144	191	0.734401024748855	0.925720704507062	9901	-0.084010690851986	0.247616775626826	170.299292424949	-0.339277056812157
DKK3|ENSG00000050165.19|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PARVA|ENSG00000197702.14|chr11	39	32	20	45	44	61	0.319354993450917	1	4703	0.512340115075972	0.514509166624151	38.9441703584824	0.995784231479469
TEAD1|ENSG00000187079.20|chr11	190	297	248	473	268	407	0.0475489501634938	0.332085713084247	1160	0.414990241059401	0.20944531362307	300.700940123615	1.9813775437642
RASSF10|ENSG00000189431.8|chr11	0	3	8	0	0	7	0.649803250379053	1	8878	-1.01497976818648	2.23546328239854	2.99768526163758	-0.454035535353306
ARNTL|ENSG00000133794.20|chr11	0	35	8	13	10	31	0.846854653238037	1	11238	0.207446046659307	1.0741086876379	14.8671225038597	0.193133198759902
BTBD10|ENSG00000148925.11|chr11	54	132	63	81	63	111	0.704572763968391	1	9536	-0.147947505121928	0.39020322594646	80.8023569244791	-0.379155002532521
PTH|ENSG00000152266.7|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FAR1|ENSG00000197601.14|chr11	185	138	106	231	156	230	0.300030015071852	0.696322366880733	4479	0.288886604806735	0.278748783208596	169.10735506146	1.03636902547679
SPON1|ENSG00000262655.4|chr11	4	11	11	35	9	17	0.279931732402602	1	4257	0.963736359946412	0.891958075528378	13.4214787097326	1.08047271097973
RRAS2|ENSG00000133818.14|chr11	162	119	100	278	201	228	0.0152457792114963	0.208826159455421	536	0.66525354312627	0.274163195676447	175.266827735455	2.42648741194047
COPB1|ENSG00000129083.13|chr11	215	174	122	263	208	212	0.436570482667494	0.795822438782471	6191	0.207962377207655	0.267304683147725	194.804158146831	0.777997507408896
PSMA1|ENSG00000129084.18|chr11	407	528	355	702	504	690	0.0227671397709955	0.250319649022617	700	0.345863618490247	0.15187310521816	512.108473723999	2.2773197268432
PDE3B|ENSG00000152270.9|chr11	34	39	51	71	30	27	0.693044732700333	1	9393	-0.21251004634888	0.538372869667292	41.3137365044848	-0.39472651450696
CYP2R1|ENSG00000186104.11|chr11	84	95	46	84	62	66	0.475280296622198	1	6660	-0.278944700930164	0.390725859164987	71.3812849854597	-0.713914102143869
CALCA|ENSG00000110680.13|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
INSC|ENSG00000188487.12|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SOX6|ENSG00000110693.19|chr11	10	17	9	9	18	17	0.858434439438189	1	11522	0.152800250446775	0.856660124976596	13.1641187410284	0.178367413156939
C11orf58|ENSG00000110696.10|chr11	327	495	286	526	387	579	0.204246308514565	0.605337489674495	3322	0.228371410300943	0.179884278805557	417.26901579768	1.26954624282535
PLEKHA7|ENSG00000166689.18|chr11	11	19	9	29	2	6	0.726701554951379	1	9807	-0.355695175995489	1.01767766109184	11.8891299350369	-0.349516541037043
RPS13|ENSG00000110700.7|chr11	0	12	11	16	18	10	0.471208931617124	1	6582	0.798156805049656	1.10776117112912	10.903798776418	0.720513433627674
PIK3C2A|ENSG00000011405.14|chr11	34	69	66	101	29	83	0.893517378669669	1	11968	0.0635298660249281	0.474617701217413	60.5898712480194	0.133854818018737
NUCB2|ENSG00000070081.18|chr11	113	52	14	96	42	53	0.788182326558783	1	10600	-0.157781381818691	0.587264598861874	60.1449377985055	-0.268671706287886
NCR3LG1|ENSG00000188211.9|chr11	65	52	69	165	147	116	0.00576958404886077	1	307	0.985561948109067	0.357010453102154	99.6771712666541	2.7605968944194
KCNJ11|ENSG00000187486.7|chr11	80	51	40	72	102	48	0.652493711423955	1	8911	0.215827241246244	0.479295929357649	66.0212198182408	0.450300593070956
ABCC8|ENSG00000006071.16|chr11	0	1	0	0	0	0	0.773946551284644	1	10379	-1.17197914228186	4.0804728567969	0.15191676824041	-0.287216502452572
USH1C|ENSG00000006611.17|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
OTOG|ENSG00000188162.12|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MYOD1|ENSG00000129152.4|chr11	0	0	2	1	0	9	0.492760857259868	1	6885	1.88730838645379	2.75148210453428	1.79074535901924	0.685924281805656
KCNC1|ENSG00000129159.9|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SERGEF|ENSG00000129158.11|chr11	22	19	5	24	37	33	0.220878624913423	1	3522	0.882688086494949	0.721035448502798	22.758223616074	1.224195132608
TPH1|ENSG00000129167.10|chr11	0	0	1	1	0	0	0.958916535214079	1	12741	-0.210198462853002	4.0804728567969	0.332132051339834	-0.0515132608964354
SAAL1|ENSG00000166788.10|chr11	93	129	62	105	116	119	0.780571116736704	1	10496	0.0946358613971162	0.33971430604247	101.681139782676	0.278574848670886
MRGPRX3|ENSG00000179826.8|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MRGPRX4|ENSG00000179817.5|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SAA4|ENSG00000148965.10|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SAA2-SAA4|ENSG00000255071.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SAA2|ENSG00000134339.9|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SAA1|ENSG00000173432.13|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
HPS5|ENSG00000110756.18|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
GTF2H1|ENSG00000110768.12|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
LDHA|ENSG00000134333.14|chr11	9	0	0	2	4	7	0.8925876988788	1	11952	0.256497307754043	1.89954981834028	3.68047668307485	0.135030576864868
LDHC|ENSG00000166796.12|chr11	19	18	5	41	18	24	0.307802512250158	1	4565	0.763400971427641	0.748546902096581	19.5930549864099	1.0198438725609
LDHAL6A|ENSG00000166800.11|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
TSG101|ENSG00000074319.13|chr11	93	179	94	118	75	118	0.178927935286529	1	2993	-0.431892286247973	0.321333305471446	109.556193706464	-1.34406324801695
UEVLD|ENSG00000151116.17|chr11	36	28	10	44	26	39	0.586265233313781	1	8029	0.337697520267258	0.620475367325295	29.263895489774	0.544256126916017
SPTY2D1|ENSG00000179119.15|chr11	68	110	70	185	135	136	0.0265465307139296	1	770	0.687171194159612	0.309798678722499	112.572475816274	2.21812177183345
TMEM86A|ENSG00000151117.9|chr11	2	20	18	33	10	14	0.764984564658499	1	10228	0.273369021226192	0.914456109216268	15.2688423847377	0.298941653373044
IGSF22|ENSG00000179057.14|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
PTPN5|ENSG00000110786.18|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MRGPRX1|ENSG00000170255.8|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MRGPRX2|ENSG00000183695.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ZDHHC13|ENSG00000177054.14|chr11	47	23	14	54	9	24	0.720017451969869	1	9733	-0.258442509441245	0.721029394871696	27.4537890347086	-0.358435469177
CSRP3|ENSG00000129170.10|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
E2F8|ENSG00000129173.13|chr11	42	47	57	53	31	74	0.749701294276082	1	10058	-0.149059969404375	0.467223921925423	49.5073616768951	-0.319033256666527
NAV2|ENSG00000166833.23|chr11	20	30	34	29	13	28	0.404761033337386	1	5750	-0.522987668564802	0.627724498309344	25.2420732359068	-0.833148411402406
DBX1|ENSG00000109851.7|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
HTATIP2|ENSG00000109854.14|chr11	56	100	40	85	61	100	0.722852041743224	1	9761	0.141817769998015	0.399881268757971	70.4661592281086	0.354649694991966
PRMT3|ENSG00000185238.13|chr11	100	97	19	67	40	48	0.203254122683091	1	3309	-0.670375805884389	0.52688624680046	60.4735266802699	-1.27233498683117
SLC6A5|ENSG00000165970.12|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
NELL1|ENSG00000165973.19|chr11	0	0	0	0	0	1	0.853865958661269	1	11392	0.751574209360629	4.0804728567969	0.140414946223367	0.184188018334376
ANO5|ENSG00000171714.13|chr11	10	26	7	5	14	11	0.528313954200368	1	7316	-0.595316267094682	0.944074500708967	12.0085695264513	-0.630581873197105
SLC17A6|ENSG00000091664.9|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FANCF|ENSG00000183161.6|chr11	134	209	113	151	161	144	0.575653382850299	0.862882245721862	7904	-0.161532902446587	0.288583019384483	149.59993009159	-0.55974500090518
GAS2|ENSG00000148935.12|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SVIP|ENSG00000198168.9|chr11	166	144	91	183	163	154	0.68298489254996	0.908041442884983	9266	0.12171607241105	0.298036349929025	147.583788508441	0.408393380337788
CCDC179|ENSG00000255359.3|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
LUZP2|ENSG00000187398.12|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
ANO3|ENSG00000134343.14|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
MUC15|ENSG00000169550.14|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
SLC5A12|ENSG00000148942.15|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
FIBIN|ENSG00000176971.4|chr11	0	12	5	9	0	5	0.75901050660032	1	10148	-0.521800935625678	1.7008938251745	4.73474924538387	-0.306780427974184
BBOX1|ENSG00000129151.9|chr11	0	0	0	0	0	0	1	1	16338.5	NA	NA	0	NA
CCDC34|ENSG00000109881.17|chr11	181	232	194	280	163	262	0.941074168846292	0.988632141255065	12532	-0.0166956520375901	0.225861581873441	212.305902887016	-0.073919840191969
LGR4|ENSG00000205213.14|chr11	147	88	96	184	109	190	0.383170304945681	1	5488	0.282359596812922	0.323780962994978	131.682359460744	0.872069791259784
LIN7C|ENSG00000148943.12|chr11	88	133	48	177	103	196	0.0714394830862784	1	1524	0.621379874341001	0.344699039126496	116.91050393184	1.80267364804858
BDNF|ENSG00000176697.20|chr11	6	15	0	6	2	9	0.742575986823565	1	9979	-0.470953610922114	1.43389322161071	5.85779265285751	-0.328443989987684
