RIBO-DMSO-1	RIBO-DMSO-2	RIBO-DMSO-3	RIBO-TPG-1	RIBO-TPG-2	RIBO-TPG-3
SCYL1|ENSG00000142186.18|chr11	781	1029	823	816	1121	883
LTBP3|ENSG00000168056.18|chr11	87	142	148	71	75	73
ZNRD2|ENSG00000173465.8|chr11	380	460	303	492	361	183
FAM89B|ENSG00000176973.8|chr11	483	704	523	459	516	236
EHBP1L1|ENSG00000173442.13|chr11	2	2	9	1	0	0
KCNK7|ENSG00000173338.13|chr11	0	0	0	0	0	0
MAP3K11|ENSG00000173327.8|chr11	67	113	95	74	59	50
PCNX3|ENSG00000197136.5|chr11	25	35	30	25	4	1
SIPA1|ENSG00000213445.10|chr11	13	35	40	16	14	16
RELA|ENSG00000173039.20|chr11	505	549	510	607	519	287
KAT5|ENSG00000172977.13|chr11	204	400	269	654	344	418
RNASEH2C|ENSG00000172922.11|chr11	1430	1591	1269	1158	1214	1040
AP5B1|ENSG00000254470.3|chr11	210	236	193	197	105	120
OVOL1|ENSG00000172818.10|chr11	0	0	0	0	0	0
CFL1|ENSG00000172757.13|chr11	15352	19825	14682	16513	13802	10031
SNX32|ENSG00000172803.18|chr11	0	0	0	0	0	0
MUS81|ENSG00000172732.12|chr11	278	325	299	529	308	346
EFEMP2|ENSG00000172638.13|chr11	0	0	0	0	0	0
CTSW|ENSG00000172543.9|chr11	0	0	0	0	0	0
FIBP|ENSG00000172500.13|chr11	838	1067	740	610	393	398
CCDC85B|ENSG00000175602.4|chr11	53	76	57	139	46	58
FOSL1|ENSG00000175592.9|chr11	54	52	28	42	40	84
C11orf68|ENSG00000175573.7|chr11	131	215	168	171	198	63
DRAP1|ENSG00000175550.8|chr11	871	940	744	825	647	382
TSGA10IP|ENSG00000175513.10|chr11	2	0	0	0	0	0
SART1|ENSG00000175467.15|chr11	258	261	172	336	299	178
EIF1AD|ENSG00000175376.9|chr11	245	282	246	252	227	171
BANF1|ENSG00000175334.8|chr11	526	725	457	585	524	461
CST6|ENSG00000175315.3|chr11	0	0	0	0	0	0
CATSPER1|ENSG00000175294.6|chr11	0	4	0	0	0	0
GAL3ST3|ENSG00000175229.7|chr11	0	0	0	0	0	0
SF3B2|ENSG00000087365.16|chr11	2407	2918	2404	3151	2982	2785
PACS1|ENSG00000175115.13|chr11	62	82	48	13	33	0
KLC2|ENSG00000174996.12|chr11	38	162	84	74	73	106
RAB1B|ENSG00000174903.16|chr11	612	887	673	553	666	496
CNIH2|ENSG00000174871.11|chr11	5	22	21	11	11	1
YIF1A|ENSG00000174851.16|chr11	1477	1823	1546	1058	988	770
TMEM151A|ENSG00000179292.5|chr11	0	0	0	0	0	0
CD248|ENSG00000174807.4|chr11	0	0	0	0	0	0
RIN1|ENSG00000174791.11|chr11	0	0	0	0	0	0
BRMS1|ENSG00000174744.14|chr11	638	1007	774	736	551	456
B4GAT1|ENSG00000174684.7|chr11	739	684	746	515	472	288
SLC29A2|ENSG00000174669.12|chr11	34	99	101	126	82	55
NPAS4|ENSG00000174576.10|chr11	0	0	0	0	0	0
MRPL11|ENSG00000174547.13|chr11	1143	1595	1193	1001	1069	815
PELI3|ENSG00000174516.15|chr11	39	38	77	70	48	33
DPP3|ENSG00000254986.8|chr11	350	451	325	529	396	431
ENSG00000256349|ENSG00000256349.1|chr11	80	97	112	86	39	81
BBS1|ENSG00000174483.20|chr11	80	97	112	86	39	81
ZDHHC24|ENSG00000174165.8|chr11	348	484	412	381	222	257
ACTN3|ENSG00000248746.6|chr11	0	0	0	0	0	0
CTSF|ENSG00000174080.12|chr11	0	0	0	0	0	0
CCDC87|ENSG00000182791.5|chr11	3	11	1	19	0	0
CCS|ENSG00000173992.9|chr11	292	180	109	119	164	34
RBM14|ENSG00000239306.5|chr11	804	1274	827	819	885	785
SPTBN2|ENSG00000173898.15|chr11	72	42	28	36	37	25
C11orf80|ENSG00000173715.18|chr11	38	23	16	40	43	11
RCE1|ENSG00000173653.8|chr11	56	57	80	108	69	12
PC|ENSG00000173599.15|chr11	0	20	8	8	0	2
LRFN4|ENSG00000173621.9|chr11	199	179	217	133	181	120
C11orf86|ENSG00000173237.5|chr11	0	0	0	0	0	0
SYT12|ENSG00000173227.14|chr11	0	4	9	0	24	0
RHOD|ENSG00000173156.7|chr11	0	0	0	0	0	0
KDM2A|ENSG00000173120.15|chr11	309	361	285	213	173	209
GRK2|ENSG00000173020.11|chr11	313	339	238	132	172	95
ANKRD13D|ENSG00000172932.16|chr11	20	59	9	32	2	34
SSH3|ENSG00000172830.13|chr11	25	33	36	28	21	2
RAD9A|ENSG00000172613.8|chr11	105	152	87	251	164	170
POLD4|ENSG00000175482.9|chr11	131	192	102	144	123	46
ENSG00000256514|ENSG00000256514.1|chr11	131	192	102	144	114	46
CLCF1|ENSG00000175505.11|chr11	5	3	13	0	0	0
PPP1CA|ENSG00000172531.16|chr11	2273	2995	2517	2115	2088	1443
TBC1D10C|ENSG00000175463.12|chr11	0	0	0	0	0	0
CARNS1|ENSG00000172508.11|chr11	11	0	0	0	0	0
RPS6KB2|ENSG00000175634.15|chr11	482	834	776	399	355	309
PTPRCAP|ENSG00000213402.3|chr11	0	0	0	0	0	0
CORO1B|ENSG00000172725.14|chr11	611	786	557	705	788	443
GPR152|ENSG00000175514.2|chr11	0	0	0	0	0	0
CABP4|ENSG00000175544.14|chr11	0	0	0	0	0	0
TMEM134|ENSG00000172663.9|chr11	79	153	116	101	108	22
AIP|ENSG00000110711.11|chr11	489	627	437	717	608	502
PITPNM1|ENSG00000110697.13|chr11	0	2	7	0	0	0
CDK2AP2|ENSG00000167797.8|chr11	631	884	637	1569	1388	937
CABP2|ENSG00000167791.14|chr11	0	0	0	0	0	0
GSTP1|ENSG00000084207.18|chr11	1244	1446	1008	1199	1031	882
NDUFV1|ENSG00000167792.13|chr11	815	1115	821	914	930	923
NUDT8|ENSG00000167799.10|chr11	65	89	81	105	72	56
TBX10|ENSG00000167800.10|chr11	0	0	0	0	0	0
ACY3|ENSG00000132744.8|chr11	0	0	0	0	0	0
ALDH3B2|ENSG00000132746.16|chr11	0	0	0	0	0	0
UNC93B1|ENSG00000110057.9|chr11	121	131	153	168	40	80
ALDH3B1|ENSG00000006534.17|chr11	8	4	12	9	0	0
NDUFS8|ENSG00000110717.13|chr11	2094	2830	2053	1971	1814	1166
TCIRG1|ENSG00000110719.11|chr11	4	19	4	0	0	0
CHKA|ENSG00000110721.12|chr11	275	598	389	405	387	362
KMT5B|ENSG00000110066.16|chr11	110	180	86	98	88	4
C11orf24|ENSG00000171067.11|chr11	411	272	229	422	260	248
LRP5|ENSG00000162337.12|chr11	78	88	65	54	25	13
PPP6R3|ENSG00000110075.15|chr11	444	400	266	581	499	345
GAL|ENSG00000069482.7|chr11	0	0	0	0	0	0
TESMIN|ENSG00000132749.11|chr11	0	0	0	9	0	0
CPT1A|ENSG00000110090.13|chr11	131	256	81	153	192	108
MRPL21|ENSG00000197345.13|chr11	4417	5326	3802	4157	3258	2527
IGHMBP2|ENSG00000132740.10|chr11	62	74	62	106	75	69
MRGPRF|ENSG00000172935.9|chr11	0	0	0	0	0	0
TPCN2|ENSG00000162341.18|chr11	40	93	78	106	54	28
MYEOV|ENSG00000172927.9|chr11	1	0	0	0	0	0
CCND1|ENSG00000110092.4|chr11	490	709	532	486	456	300
LTO1|ENSG00000149716.13|chr11	71	128	96	247	180	202
FGF19|ENSG00000162344.4|chr11	0	0	0	0	0	0
FGF4|ENSG00000075388.4|chr11	0	0	0	0	0	0
FGF3|ENSG00000186895.4|chr11	0	0	0	0	0	0
ANO1|ENSG00000131620.18|chr11	0	0	0	0	0	0
FADD|ENSG00000168040.5|chr11	325	394	402	290	255	340
CTTN|ENSG00000085733.16|chr11	6	9	23	0	25	0
SHANK2|ENSG00000162105.21|chr11	0	0	0	0	0	0
DHCR7|ENSG00000172893.18|chr11	847	1026	814	1232	911	860
NADSYN1|ENSG00000172890.13|chr11	44	46	26	47	145	8
KRTAP5-7|ENSG00000244411.4|chr11	0	0	0	0	0	0
KRTAP5-8|ENSG00000241233.4|chr11	0	0	0	0	0	0
KRTAP5-9|ENSG00000254997.4|chr11	0	0	0	0	0	0
KRTAP5-10|ENSG00000204572.10|chr11	0	0	0	0	0	0
KRTAP5-11|ENSG00000204571.7|chr11	0	0	0	0	0	0
DEFB108B|ENSG00000184276.3|chr11	0	0	0	0	0	0
XNDC1N|ENSG00000254469.11|chr11	0	8	20	0	18	10
RNF121|ENSG00000137522.18|chr11	147	208	171	225	178	115
IL18BP|ENSG00000137496.19|chr11	0	7	0	12	0	0
NUMA1|ENSG00000137497.19|chr11	75	72	74	70	33	29
LRTOMT|ENSG00000284922.2|chr11	0	0	0	0	0	0
LRRC51|ENSG00000184154.16|chr11	46	132	58	94	29	0
LAMTOR1|ENSG00000149357.10|chr11	1648	2514	1872	1461	1061	841
TOMT|ENSG00000284844.2|chr11	0	0	0	0	0	0
ANAPC15|ENSG00000110200.9|chr11	1068	1149	936	755	621	693
FOLR3|ENSG00000110203.10|chr11	0	0	0	0	0	0
FOLR1|ENSG00000110195.14|chr11	0	4	0	0	19	0
FOLR2|ENSG00000165457.15|chr11	0	0	0	0	0	0
INPPL1|ENSG00000165458.15|chr11	322	383	295	194	286	292
PHOX2A|ENSG00000165462.5|chr11	0	0	0	0	0	0
CLPB|ENSG00000162129.15|chr11	566	671	488	460	565	566
PDE2A|ENSG00000186642.16|chr11	0	1	0	0	0	0
ARAP1|ENSG00000186635.15|chr11	253	418	269	202	143	96
STARD10|ENSG00000214530.10|chr11	30	8	9	6	16	3
ATG16L2|ENSG00000168010.11|chr11	50	65	62	41	32	89
FCHSD2|ENSG00000137478.15|chr11	31	46	7	28	3	50
P2RY2|ENSG00000175591.12|chr11	0	14	6	1	21	0
P2RY6|ENSG00000171631.16|chr11	0	0	0	0	0	0
ARHGEF17|ENSG00000110237.5|chr11	4	42	12	10	8	0
RELT|ENSG00000054967.13|chr11	128	194	147	110	115	86
PLEKHB1|ENSG00000021300.14|chr11	68	112	32	54	59	1
RAB6A|ENSG00000175582.20|chr11	242	351	305	418	202	181
MRPL48|ENSG00000175581.14|chr11	744	786	736	908	702	471
COA4|ENSG00000181924.7|chr11	1541	1603	1526	1468	976	815
PAAF1|ENSG00000175575.13|chr11	124	122	108	135	142	150
DNAJB13|ENSG00000187726.9|chr11	0	0	0	0	0	0
UCP2|ENSG00000175567.11|chr11	522	588	580	481	483	494
UCP3|ENSG00000175564.13|chr11	0	0	0	0	0	0
C2CD3|ENSG00000168014.18|chr11	8	51	16	23	65	41
PPME1|ENSG00000214517.10|chr11	274	258	289	363	362	228
P4HA3|ENSG00000149380.12|chr11	10	0	0	0	8	40
PGM2L1|ENSG00000165434.8|chr11	165	258	157	272	246	254
KCNE3|ENSG00000175538.11|chr11	0	0	0	0	0	0
LIPT2|ENSG00000175536.7|chr11	127	133	124	139	89	137
POLD3|ENSG00000077514.9|chr11	58	124	63	92	85	44
CHRDL2|ENSG00000054938.17|chr11	0	0	0	0	0	0
RNF169|ENSG00000166439.6|chr11	62	70	62	152	62	66
XRRA1|ENSG00000166435.16|chr11	0	4	17	21	0	54
SPCS2|ENSG00000118363.13|chr11	321	440	359	352	384	331
NEU3|ENSG00000162139.10|chr11	181	161	113	161	121	76
OR2AT4|ENSG00000171561.4|chr11	0	0	0	0	0	0
SLCO2B1|ENSG00000137491.15|chr11	0	0	0	0	0	0
TPBGL|ENSG00000261594.4|chr11	0	2	0	0	0	3
ARRB1|ENSG00000137486.17|chr11	44	84	86	61	87	24
KLHL35|ENSG00000149243.17|chr11	0	0	0	0	0	0
GDPD5|ENSG00000158555.15|chr11	14	30	0	0	0	0
SERPINH1|ENSG00000149257.16|chr11	301	440	293	396	235	224
MAP6|ENSG00000171533.12|chr11	0	0	0	0	0	0
MOGAT2|ENSG00000166391.15|chr11	0	0	0	0	0	0
DGAT2|ENSG00000062282.15|chr11	18	32	11	0	1	0
UVRAG|ENSG00000198382.9|chr11	48	92	76	53	130	35
WNT11|ENSG00000085741.14|chr11	4	35	14	14	7	9
THAP12|ENSG00000137492.9|chr11	97	92	88	39	23	71
GVQW3|ENSG00000179240.13|chr11	22	2	11	0	0	8
EMSY|ENSG00000158636.17|chr11	123	91	95	64	61	93
LRRC32|ENSG00000137507.11|chr11	0	2	0	0	0	0
TSKU|ENSG00000182704.8|chr11	45	40	76	45	40	0
ACER3|ENSG00000078124.13|chr11	229	257	160	197	129	77
B3GNT6|ENSG00000198488.10|chr11	0	0	0	0	0	0
CAPN5|ENSG00000149260.18|chr11	28	26	14	10	46	13
MYO7A|ENSG00000137474.23|chr11	30	47	26	13	40	11
GDPD4|ENSG00000178795.10|chr11	0	0	0	0	0	0
PAK1|ENSG00000149269.10|chr11	321	322	250	190	297	134
AQP11|ENSG00000178301.4|chr11	18	10	11	5	0	0
RSF1|ENSG00000048649.14|chr11	152	129	102	119	141	40
AAMDC|ENSG00000087884.16|chr11	470	558	544	236	394	347
INTS4|ENSG00000149262.19|chr11	109	118	114	135	116	32
KCTD14|ENSG00000151364.17|chr11	0	0	0	31	0	0
NDUFC2-KCTD14|ENSG00000259112.2|chr11	0	0	0	0	0	0
NDUFC2|ENSG00000151366.13|chr11	5261	6252	5310	5071	4012	3659
ALG8|ENSG00000159063.14|chr11	574	554	405	473	419	442
KCTD21|ENSG00000188997.8|chr11	1	7	16	6	0	0
USP35|ENSG00000118369.13|chr11	10	0	0	9	25	14
GAB2|ENSG00000033327.13|chr11	20	39	16	91	97	40
NARS2|ENSG00000137513.11|chr11	108	129	70	107	127	97
TENM4|ENSG00000149256.16|chr11	0	14	0	11	0	0
FAM181B|ENSG00000182103.5|chr11	31	25	24	50	0	57
PRCP|ENSG00000137509.12|chr11	580	856	638	562	637	443
RAB30|ENSG00000137502.10|chr11	28	24	28	70	71	2
PCF11|ENSG00000165494.12|chr11	150	89	119	49	33	36
ANKRD42|ENSG00000137494.14|chr11	0	2	0	0	0	0
CCDC90B|ENSG00000137500.10|chr11	464	580	472	401	366	282
DLG2|ENSG00000150672.18|chr11	0	0	0	0	0	0
TMEM126B|ENSG00000171204.13|chr11	461	555	396	534	359	288
TMEM126A|ENSG00000171202.7|chr11	258	270	179	105	163	237
CREBZF|ENSG00000137504.15|chr11	513	669	536	565	614	464
CCDC89|ENSG00000179071.5|chr11	17	1	3	7	5	0
SYTL2|ENSG00000137501.18|chr11	0	0	0	0	0	0
CCDC83|ENSG00000150676.13|chr11	0	0	0	0	0	0
PICALM|ENSG00000073921.18|chr11	378	449	346	449	400	234
EED|ENSG00000074266.22|chr11	353	374	235	664	494	261
HIKESHI|ENSG00000149196.17|chr11	254	307	270	170	95	152
CCDC81|ENSG00000149201.10|chr11	8	0	0	7	0	0
ME3|ENSG00000151376.18|chr11	0	0	0	0	0	0
PRSS23|ENSG00000150687.12|chr11	1114	1310	1278	1146	801	917
FZD4|ENSG00000174804.4|chr11	15	51	70	36	9	16
TMEM135|ENSG00000166575.17|chr11	44	124	64	142	64	85
RAB38|ENSG00000123892.12|chr11	0	0	0	0	0	0
CTSC|ENSG00000109861.17|chr11	461	522	514	559	463	288
GRM5|ENSG00000168959.15|chr11	0	0	0	0	0	0
TYR|ENSG00000077498.9|chr11	0	0	0	0	0	0
NOX4|ENSG00000086991.13|chr11	0	7	0	0	0	0
TRIM49|ENSG00000168930.13|chr11	0	0	0	0	0	0
TRIM64B|ENSG00000189253.8|chr11	0	0	0	0	0	0
TRIM49D1|ENSG00000223417.9|chr11	0	0	0	0	0	0
TRIM49D2|ENSG00000233802.8|chr11	0	0	0	0	0	0
TRIM64|ENSG00000204450.9|chr11	0	0	0	0	0	0
TRIM49C|ENSG00000204449.3|chr11	0	0	0	0	0	0
NAALAD2|ENSG00000077616.11|chr11	0	0	0	0	0	0
CHORDC1|ENSG00000110172.12|chr11	0	0	0	16	0	0
FAT3|ENSG00000165323.16|chr11	126	83	41	73	21	60
MTNR1B|ENSG00000134640.3|chr11	0	0	0	0	0	0
SLC36A4|ENSG00000180773.15|chr11	291	379	252	287	176	268
DEUP1|ENSG00000165325.15|chr11	0	0	0	0	0	0
SMCO4|ENSG00000166002.7|chr11	191	280	286	254	118	300
CEP295|ENSG00000166004.15|chr11	10	7	0	52	9	55
TAF1D|ENSG00000166012.17|chr11	83	142	106	95	91	121
C11orf54|ENSG00000182919.15|chr11	123	156	106	125	131	93
ENSG00000284057|ENSG00000284057.1|chr11	64	101	130	79	65	56
MED17|ENSG00000042429.12|chr11	68	129	154	79	74	56
VSTM5|ENSG00000214376.6|chr11	0	0	0	0	0	0
HEPHL1|ENSG00000181333.12|chr11	0	0	0	0	0	0
PANX1|ENSG00000110218.9|chr11	38	56	92	80	71	85
IZUMO1R|ENSG00000183560.10|chr11	0	0	0	0	0	0
GPR83|ENSG00000123901.9|chr11	0	6	0	22	0	0
MRE11|ENSG00000020922.13|chr11	312	361	340	358	286	327
ANKRD49|ENSG00000168876.9|chr11	140	218	165	256	214	57
C11orf97|ENSG00000257057.3|chr11	0	0	0	0	0	0
PIWIL4|ENSG00000134627.12|chr11	0	0	0	0	0	0
FUT4|ENSG00000196371.4|chr11	62	68	45	80	64	3
AMOTL1|ENSG00000166025.18|chr11	380	417	273	402	274	192
CWC15|ENSG00000150316.12|chr11	1328	1662	1250	782	911	713
KDM4D|ENSG00000186280.7|chr11	0	31	9	15	78	0
KDM4E|ENSG00000235268.2|chr11	0	0	0	0	0	0
SRSF8|ENSG00000263465.5|chr11	493	637	553	573	472	298
ENDOD1|ENSG00000149218.5|chr11	118	173	130	85	80	43
SESN3|ENSG00000149212.12|chr11	107	187	131	95	123	83
FAM76B|ENSG00000077458.13|chr11	102	98	57	53	102	65
CEP57|ENSG00000166037.11|chr11	98	191	149	169	151	81
MTMR2|ENSG00000087053.20|chr11	509	559	398	415	249	238
MAML2|ENSG00000184384.14|chr11	6	34	20	31	32	0
CCDC82|ENSG00000149231.16|chr11	54	46	101	59	65	68
JRKL|ENSG00000183340.7|chr11	10	14	31	65	34	8
CNTN5|ENSG00000149972.12|chr11	0	0	0	0	0	0
ARHGAP42|ENSG00000165895.19|chr11	10	26	11	11	25	15
PGR|ENSG00000082175.16|chr11	0	0	0	0	0	0
TRPC6|ENSG00000137672.13|chr11	0	0	0	0	0	0
ANGPTL5|ENSG00000187151.7|chr11	0	0	0	0	0	0
CEP126|ENSG00000110318.15|chr11	27	56	19	3	40	9
CFAP300|ENSG00000137691.13|chr11	38	31	43	37	13	26
YAP1|ENSG00000137693.14|chr11	224	182	186	148	175	219
BIRC3|ENSG00000023445.16|chr11	1	0	12	0	0	0
BIRC2|ENSG00000110330.10|chr11	338	311	351	331	263	143
TMEM123|ENSG00000152558.15|chr11	1144	1703	1140	933	609	486
MMP7|ENSG00000137673.9|chr11	0	0	0	0	0	0
MMP20|ENSG00000137674.4|chr11	0	0	0	0	0	0
MMP27|ENSG00000137675.5|chr11	0	0	0	0	0	0
MMP8|ENSG00000118113.12|chr11	0	0	0	0	0	0
MMP10|ENSG00000166670.10|chr11	0	0	17	0	0	0
MMP1|ENSG00000196611.6|chr11	0	0	0	0	0	0
MMP3|ENSG00000149968.12|chr11	0	0	0	0	0	0
MMP12|ENSG00000262406.3|chr11	0	0	0	0	0	0
MMP13|ENSG00000137745.13|chr11	0	0	0	0	0	0
DCUN1D5|ENSG00000137692.12|chr11	1253	1414	1245	1744	897	1028
DYNC2H1|ENSG00000187240.17|chr11	38	98	57	67	46	60
PDGFD|ENSG00000170962.13|chr11	10	22	19	0	0	2
DDI1|ENSG00000170967.5|chr11	0	0	0	0	0	0
CASP1|ENSG00000137752.25|chr11	0	0	0	0	0	0
GRIA4|ENSG00000152578.13|chr11	0	0	0	0	0	0
MSANTD4|ENSG00000170903.12|chr11	112	221	158	197	175	231
KBTBD3|ENSG00000182359.15|chr11	5	4	0	0	10	0
AASDHPPT|ENSG00000149313.11|chr11	989	1105	1052	959	1010	816
GUCY1A2|ENSG00000152402.11|chr11	38	21	52	38	0	1
CWF19L2|ENSG00000152404.16|chr11	47	94	64	98	92	159
ALKBH8|ENSG00000137760.15|chr11	104	163	96	130	189	188
ELMOD1|ENSG00000110675.13|chr11	30	18	43	21	2	4
SLN|ENSG00000170290.4|chr11	0	0	0	0	0	0
SLC35F2|ENSG00000110660.15|chr11	334	391	265	321	394	185
RAB39A|ENSG00000179331.3|chr11	17	32	11	76	4	2
CUL5|ENSG00000166266.14|chr11	394	353	230	379	488	222
ACAT1|ENSG00000075239.14|chr11	849	1127	972	991	986	721
NPAT|ENSG00000149308.17|chr11	47	54	19	56	129	16
ATM|ENSG00000149311.20|chr11	63	125	46	132	72	95
C11orf65|ENSG00000166323.13|chr11	14	0	0	3	5	57
POGLUT3|ENSG00000178202.13|chr11	342	566	360	404	287	318
EXPH5|ENSG00000110723.12|chr11	54	55	40	41	80	0
DDX10|ENSG00000178105.12|chr11	275	306	322	245	242	179
C11orf87|ENSG00000185742.7|chr11	0	0	0	0	0	0
RDX|ENSG00000137710.17|chr11	494	626	615	448	314	313
ZC3H12C|ENSG00000149289.11|chr11	31	66	30	35	10	81
FDX1|ENSG00000137714.3|chr11	1196	1383	1100	993	758	745
ARHGAP20|ENSG00000137727.13|chr11	8	27	11	0	30	36
C11orf53|ENSG00000150750.9|chr11	0	0	0	0	0	0
COLCA2|ENSG00000214290.9|chr11	0	0	0	0	0	0
POU2AF1|ENSG00000110777.12|chr11	0	0	0	0	0	0
BTG4|ENSG00000137707.14|chr11	0	0	0	0	0	0
HOATZ|ENSG00000183644.14|chr11	0	0	0	0	0	0
LAYN|ENSG00000204381.12|chr11	36	33	51	56	39	96
SIK2|ENSG00000170145.5|chr11	95	70	61	80	83	26
PPP2R1B|ENSG00000137713.16|chr11	241	438	278	384	301	196
ALG9|ENSG00000086848.15|chr11	260	413	294	319	360	204
ENSG00000258529|ENSG00000258529.5|chr11	243	366	278	278	342	199
FDXACB1|ENSG00000255561.7|chr11	73	39	60	83	10	58
C11orf1|ENSG00000137720.8|chr11	206	408	229	262	198	285
CRYAB|ENSG00000109846.9|chr11	0	2	0	4	1	0
HSPB2|ENSG00000170276.6|chr11	0	0	0	0	0	0
C11orf52|ENSG00000149300.10|chr11	23	13	22	16	0	8
DIXDC1|ENSG00000150764.14|chr11	114	121	116	66	122	14
DLAT|ENSG00000150768.17|chr11	605	606	624	570	472	284
PIH1D2|ENSG00000150773.12|chr11	6	22	1	1	0	52
NKAPD1|ENSG00000150776.18|chr11	156	240	99	216	186	211
TIMM8B|ENSG00000150779.12|chr11	1506	1587	1215	1202	1220	993
SDHD|ENSG00000204370.13|chr11	576	610	443	422	384	463
IL18|ENSG00000150782.12|chr11	1	33	0	20	6	0
TEX12|ENSG00000150783.10|chr11	0	0	0	0	0	0
BCO2|ENSG00000197580.13|chr11	0	0	0	0	20	0
PTS|ENSG00000150787.8|chr11	1388	1378	1308	746	700	538
PLET1|ENSG00000188771.5|chr11	0	0	0	0	0	0
NCAM1|ENSG00000149294.17|chr11	466	378	360	218	265	297
TTC12|ENSG00000149292.17|chr11	53	82	97	99	191	65
ANKK1|ENSG00000170209.5|chr11	0	0	0	0	0	0
DRD2|ENSG00000149295.14|chr11	0	0	0	0	0	0
TMPRSS5|ENSG00000166682.13|chr11	0	0	0	0	4	0
ZW10|ENSG00000086827.9|chr11	138	169	93	167	163	130
USP28|ENSG00000048028.12|chr11	285	335	210	264	165	164
HTR3B|ENSG00000149305.8|chr11	0	0	10	0	0	0
HTR3A|ENSG00000166736.12|chr11	3	17	37	12	0	14
ZBTB16|ENSG00000109906.15|chr11	23	33	35	3	5	22
NNMT|ENSG00000166741.8|chr11	0	0	2	0	0	0
C11orf71|ENSG00000180425.11|chr11	143	227	141	163	196	80
RBM7|ENSG00000076053.12|chr11	131	157	111	127	135	57
REXO2|ENSG00000076043.11|chr11	1874	2303	1736	1767	1586	1208
NXPE1|ENSG00000095110.9|chr11	0	0	0	0	0	0
NXPE4|ENSG00000137634.10|chr11	0	0	0	0	0	0
NXPE2|ENSG00000204361.10|chr11	0	0	0	0	0	0
CADM1|ENSG00000182985.18|chr11	1879	2362	1722	1999	1385	890
BUD13|ENSG00000137656.12|chr11	47	120	55	152	127	48
ZPR1|ENSG00000109917.11|chr11	627	830	705	611	712	549
APOA5|ENSG00000110243.12|chr11	0	0	0	0	0	0
APOA4|ENSG00000110244.7|chr11	0	0	0	0	0	0
APOC3|ENSG00000110245.12|chr11	0	0	0	0	0	0
APOA1|ENSG00000118137.10|chr11	0	2	2	0	0	0
PAFAH1B2|ENSG00000168092.14|chr11	2329	2729	2100	1883	1903	1343
SIDT2|ENSG00000149577.16|chr11	46	80	79	28	19	19
TAGLN|ENSG00000149591.17|chr11	43	33	28	56	32	0
PCSK7|ENSG00000160613.15|chr11	150	254	153	188	108	196
RNF214|ENSG00000167257.11|chr11	71	118	104	234	147	99
BACE1|ENSG00000186318.18|chr11	293	359	240	189	159	37
CEP164|ENSG00000110274.16|chr11	36	100	57	51	87	24
DSCAML1|ENSG00000177103.15|chr11	0	0	0	0	0	0
TMPRSS13|ENSG00000137747.16|chr11	0	0	0	0	0	0
IL10RA|ENSG00000110324.12|chr11	0	9	0	0	0	0
TMPRSS4|ENSG00000137648.19|chr11	0	0	0	0	0	0
SCN4B|ENSG00000177098.9|chr11	12	1	16	19	0	18
SCN2B|ENSG00000149575.9|chr11	0	1	0	24	9	0
JAML|ENSG00000160593.19|chr11	0	0	0	0	0	0
MPZL3|ENSG00000160588.10|chr11	38	61	21	76	49	13
CD3E|ENSG00000198851.10|chr11	0	0	0	0	0	0
CD3D|ENSG00000167286.11|chr11	0	0	0	0	0	0
UBE4A|ENSG00000110344.10|chr11	493	516	388	375	300	253
ATP5MG|ENSG00000167283.9|chr11	7138	9269	7790	8675	7804	6039
ENSG00000285827|ENSG00000285827.1|chr11	109	164	122	145	325	199
KMT2A|ENSG00000118058.24|chr11	266	290	233	393	202	188
TTC36|ENSG00000172425.12|chr11	0	0	0	0	0	0
TMEM25|ENSG00000149582.16|chr11	48	143	76	19	67	73
IFT46|ENSG00000118096.10|chr11	208	301	256	329	262	233
ARCN1|ENSG00000095139.15|chr11	544	641	488	846	488	526
PHLDB1|ENSG00000019144.20|chr11	72	77	129	28	68	44
TREH|ENSG00000118094.12|chr11	0	0	0	0	0	0
CXCR5|ENSG00000160683.5|chr11	0	0	0	0	0	0
BCL9L|ENSG00000186174.13|chr11	54	71	53	73	17	0
UPK2|ENSG00000110375.3|chr11	0	0	0	28	0	0
FOXR1|ENSG00000176302.13|chr11	0	0	0	0	0	0
CENATAC|ENSG00000186166.9|chr11	0	0	0	0	0	0
TRAPPC4|ENSG00000196655.12|chr11	0	0	0	0	0	0
SLC37A4|ENSG00000137700.19|chr11	0	0	0	0	0	0
HYOU1|ENSG00000149428.21|chr11	0	9	0	10	10	0
VPS11|ENSG00000160695.16|chr11	0	0	0	0	0	0
HMBS|ENSG00000256269.11|chr11	800	777	790	611	682	659
H2AX|ENSG00000188486.4|chr11	2937	4294	2776	2500	2342	1438
DPAGT1|ENSG00000172269.20|chr11	385	539	439	424	374	452
C2CD2L|ENSG00000172375.14|chr11	92	171	109	93	110	57
HINFP|ENSG00000172273.13|chr11	81	96	27	100	103	87
ABCG4|ENSG00000172350.10|chr11	0	2	0	0	0	0
NLRX1|ENSG00000160703.16|chr11	108	111	110	43	22	19
PDZD3|ENSG00000172367.16|chr11	0	0	0	0	0	0
CCDC153|ENSG00000248712.8|chr11	0	14	8	21	1	0
CBL|ENSG00000110395.8|chr11	205	368	214	172	293	219
MCAM|ENSG00000076706.17|chr11	318	415	275	372	328	342
RNF26|ENSG00000173456.5|chr11	584	511	390	245	284	292
